"district","year","week","total_suspected"
"Kakumiro District",2022,18,4282
"Kakumiro District",2022,23,3074
"Kakumiro District",2022,24,3964
"Kakumiro District",2022,25,3355
"Kakumiro District",2022,26,2101
"Kakumiro District",2022,27,3479
"Kakumiro District",2022,28,2524
"Kakumiro District",2022,29,2396
"Kakumiro District",2022,30,3247
"Kakumiro District",2022,31,2444
"Kakumiro District",2022,32,2303
"Kakumiro District",2022,33,2323
"Kakumiro District",2022,34,2284
"Kakumiro District",2022,35,2522
"Kakumiro District",2022,36,2047
"Kakumiro District",2022,37,2106
"Kakumiro District",2022,38,2148
"Kakumiro District",2022,39,2507
"Kakumiro District",2022,4,1095
"Kakumiro District",2022,40,2626
"Kakumiro District",2022,41,2728
"Kakumiro District",2022,42,3227
"Kakumiro District",2022,43,3773
"Kakumiro District",2022,44,3246
"Kakumiro District",2022,45,2833
"Kakumiro District",2022,46,1914
"Kakumiro District",2022,48,2321
"Kakumiro District",2022,49,2300
"Kakumiro District",2022,50,2000
"Kakumiro District",2022,51,889
"Kakumiro District",2022,52,924
"Kakumiro District",2022,6,2234
"Kakumiro District",2022,9,1965
"Kakumiro District",2023,1,2097
"Kapelebyong District",2022,10,1037
"Kapelebyong District",2022,11,1075
"Kapelebyong District",2022,12,1781
"Kapelebyong District",2022,13,1030
"Kapelebyong District",2022,26,1836
"Kapelebyong District",2022,28,1301
"Kapelebyong District",2022,3,853
"Kapelebyong District",2022,30,1428
"Kapelebyong District",2022,31,1596
"Kapelebyong District",2022,33,1731
"Kapelebyong District",2022,34,1897
"Kapelebyong District",2022,35,2042
"Kapelebyong District",2022,36,1928
"Kapelebyong District",2022,38,3028
"Kapelebyong District",2022,39,2684
"Kapelebyong District",2022,4,1215
"Kapelebyong District",2022,40,2047
"Kapelebyong District",2022,41,2442
"Kapelebyong District",2022,42,2301
"Kapelebyong District",2022,43,1432
"Kapelebyong District",2022,44,2090
"Kapelebyong District",2022,47,1476
"Kapelebyong District",2022,49,1826
"Kapelebyong District",2022,5,1588
"Kapelebyong District",2022,51,1631
"Kapelebyong District",2022,52,1616
"Kapelebyong District",2022,6,877
"Kapelebyong District",2022,7,1005
"Kapelebyong District",2022,8,1294
"Kapelebyong District",2022,9,1052
"Kapelebyong District",2023,1,1496
"Maracha District",2022,1,3770
"Maracha District",2022,11,4855
"Maracha District",2022,12,3871
"Maracha District",2022,13,1891
"Maracha District",2022,14,1461
"Maracha District",2022,15,3110
"Maracha District",2022,16,4239
"Maracha District",2022,18,5356
"Maracha District",2022,19,3358
"Maracha District",2022,22,2421
"Maracha District",2022,24,6115
"Maracha District",2022,25,5634
"Maracha District",2022,27,2025
"Maracha District",2022,28,4952
"Maracha District",2022,29,3457
"Maracha District",2022,3,3445
"Maracha District",2022,30,4687
"Maracha District",2022,31,3494
"Maracha District",2022,32,3304
"Maracha District",2022,33,3490
"Maracha District",2022,34,3334
"Maracha District",2022,35,3514
"Maracha District",2022,36,3107
"Maracha District",2022,37,4175
"Maracha District",2022,38,3870
"Maracha District",2022,39,4283
"Maracha District",2022,4,2665
"Maracha District",2022,40,3393
"Maracha District",2022,41,4582
"Maracha District",2022,42,3802
"Maracha District",2022,43,5525
"Maracha District",2022,44,4009
"Maracha District",2022,45,3511
"Maracha District",2022,46,1360
"Maracha District",2022,48,3943
"Maracha District",2022,5,3876
"Maracha District",2022,51,1768
"Maracha District",2022,52,1347
"Maracha District",2022,6,4281
"Maracha District",2022,7,3985
"Maracha District",2022,8,4776
"Maracha District",2022,9,2916
"Maracha District",2023,1,1608
"Kaliro District",2022,1,3228
"Kaliro District",2022,10,2680
"Kaliro District",2022,11,4564
"Kaliro District",2022,12,3805
"Kaliro District",2022,13,2963
"Kaliro District",2022,14,2702
"Kaliro District",2022,15,2808
"Kaliro District",2022,16,3266
"Kaliro District",2022,17,2790
"Kaliro District",2022,18,2902
"Kaliro District",2022,19,2979
"Kaliro District",2022,20,2558
"Kaliro District",2022,21,2522
"Kaliro District",2022,22,3054
"Kaliro District",2022,23,4718
"Kaliro District",2022,24,4220
"Kaliro District",2022,25,4372
"Kaliro District",2022,26,4426
"Kaliro District",2022,27,4607
"Kaliro District",2022,28,4463
"Kaliro District",2022,29,3895
"Kaliro District",2022,3,2566
"Kaliro District",2022,30,3545
"Kaliro District",2022,31,2727
"Kaliro District",2022,32,3210
"Kaliro District",2022,33,2693
"Kaliro District",2022,34,1935
"Kaliro District",2022,35,2760
"Kaliro District",2022,36,3052
"Kaliro District",2022,37,3117
"Kaliro District",2022,38,2859
"Kaliro District",2022,39,3660
"Kaliro District",2022,4,3555
"Kaliro District",2022,40,2724
"Kaliro District",2022,42,2886
"Kaliro District",2022,43,2706
"Kaliro District",2022,44,2052
"Kaliro District",2022,45,1984
"Kaliro District",2022,46,557
"Kaliro District",2022,47,3548
"Kaliro District",2022,48,4389
"Kaliro District",2022,5,2771
"Kaliro District",2022,51,2518
"Kaliro District",2022,52,2836
"Kaliro District",2022,6,2727
"Kaliro District",2022,7,2294
"Kaliro District",2022,8,2646
"Kaliro District",2022,9,2048
"Kaliro District",2023,1,3096
"Nabilatuk District",2022,1,1325
"Nabilatuk District",2022,10,1095
"Nabilatuk District",2022,11,1386
"Nabilatuk District",2022,12,1558
"Nabilatuk District",2022,13,1097
"Nabilatuk District",2022,14,1055
"Nabilatuk District",2022,16,986
"Nabilatuk District",2022,17,866
"Nabilatuk District",2022,18,1164
"Nabilatuk District",2022,19,1378
"Nabilatuk District",2022,2,978
"Nabilatuk District",2022,20,2069
"Nabilatuk District",2022,23,1992
"Nabilatuk District",2022,24,1950
"Nabilatuk District",2022,25,1692
"Nabilatuk District",2022,27,1158
"Nabilatuk District",2022,28,1201
"Nabilatuk District",2022,29,846
"Nabilatuk District",2022,3,652
"Nabilatuk District",2022,31,585
"Nabilatuk District",2022,33,718
"Nabilatuk District",2022,34,1011
"Nabilatuk District",2022,35,1359
"Nabilatuk District",2022,37,1003
"Nabilatuk District",2022,38,1220
"Nabilatuk District",2022,39,2188
"Nabilatuk District",2022,4,1048
"Nabilatuk District",2022,40,1158
"Nabilatuk District",2022,41,1027
"Nabilatuk District",2022,42,1291
"Nabilatuk District",2022,43,1244
"Nabilatuk District",2022,44,1101
"Nabilatuk District",2022,46,1383
"Nabilatuk District",2022,47,1579
"Nabilatuk District",2022,48,1107
"Nabilatuk District",2022,49,1038
"Nabilatuk District",2022,5,513
"Nabilatuk District",2022,50,891
"Nabilatuk District",2022,51,645
"Nabilatuk District",2022,52,894
"Nabilatuk District",2022,6,715
"Nabilatuk District",2022,7,613
"Nabilatuk District",2022,8,1152
"Nabilatuk District",2022,9,726
"Nabilatuk District",2023,1,891
"Jinja City",2022,2,1487
"Moyo District",2022,16,1572
"Moyo District",2022,33,1835
"Rubirizi District",2022,12,760
"Rubirizi District",2022,15,372
"Rubirizi District",2022,16,566
"Rubirizi District",2022,18,1135
"Rubirizi District",2022,19,1151
"Rubirizi District",2022,20,491
"Rubirizi District",2022,21,1056
"Rubirizi District",2022,22,1179
"Rubirizi District",2022,23,1437
"Rubirizi District",2022,24,601
"Rubirizi District",2022,25,694
"Rubirizi District",2022,26,1610
"Rubirizi District",2022,27,1027
"Rubirizi District",2022,28,1325
"Rubirizi District",2022,29,1425
"Rubirizi District",2022,30,1325
"Rubirizi District",2022,31,791
"Rubirizi District",2022,32,1079
"Rubirizi District",2022,33,801
"Rubirizi District",2022,34,582
"Rubirizi District",2022,35,749
"Rubirizi District",2022,37,620
"Rubirizi District",2022,38,991
"Rubirizi District",2022,39,1246
"Rubirizi District",2022,40,1403
"Rubirizi District",2022,41,1187
"Rubirizi District",2022,42,1079
"Rubirizi District",2022,43,1241
"Rubirizi District",2022,45,1176
"Rubirizi District",2022,47,1031
"Rubirizi District",2022,48,1480
"Rubirizi District",2022,49,1446
"Rubirizi District",2022,50,1211
"Rubirizi District",2022,51,856
"Rubirizi District",2022,52,1296
"Rubirizi District",2022,8,1318
"Rubirizi District",2022,9,1092
"Rubirizi District",2023,1,1165
"Pakwach District",2022,1,1867
"Pakwach District",2022,10,2692
"Pakwach District",2022,11,2866
"Pakwach District",2022,12,2893
"Pakwach District",2022,13,1674
"Pakwach District",2022,18,3217
"Pakwach District",2022,2,1407
"Pakwach District",2022,23,1977
"Pakwach District",2022,25,1524
"Pakwach District",2022,26,1537
"Pakwach District",2022,28,4149
"Pakwach District",2022,3,1860
"Pakwach District",2022,30,3606
"Pakwach District",2022,31,3517
"Pakwach District",2022,37,3783
"Pakwach District",2022,38,4104
"Pakwach District",2022,4,1885
"Pakwach District",2022,40,3437
"Pakwach District",2022,5,1901
"Pakwach District",2022,6,2132
"Pakwach District",2022,7,2853
"Pakwach District",2022,8,3760
"Lyantonde District",2022,5,976
"Bukedea District",2022,10,2187
"Bukedea District",2022,16,1227
"Bukedea District",2022,17,1628
"Bukedea District",2022,18,1463
"Bukedea District",2022,19,1133
"Bukedea District",2022,22,1150
"Bukedea District",2022,24,2355
"Bukedea District",2022,25,2698
"Bukedea District",2022,27,1437
"Bukedea District",2022,28,1828
"Bukedea District",2022,29,2092
"Bukedea District",2022,31,2890
"Bukedea District",2022,32,1830
"Bukedea District",2022,38,3632
"Bukedea District",2022,9,2498
"Nakasongola District",2022,1,2039
"Nakasongola District",2022,13,1489
"Nakasongola District",2022,15,1267
"Buvuma District",2022,13,1228
"Buvuma District",2022,15,1115
"Buvuma District",2022,21,1291
"Buvuma District",2022,4,821
"Buvuma District",2022,41,812
"Buvuma District",2022,46,272
"Napak District",2022,10,1336
"Napak District",2022,11,1491
"Napak District",2022,12,1875
"Napak District",2022,14,1330
"Napak District",2022,16,1259
"Napak District",2022,2,1437
"Napak District",2022,21,1592
"Napak District",2022,22,1673
"Napak District",2022,23,2992
"Napak District",2022,25,4094
"Napak District",2022,26,3240
"Napak District",2022,27,3395
"Napak District",2022,28,3107
"Napak District",2022,29,2657
"Napak District",2022,3,926
"Napak District",2022,30,2952
"Napak District",2022,31,2854
"Napak District",2022,32,2593
"Napak District",2022,33,2051
"Napak District",2022,34,2414
"Napak District",2022,35,2213
"Napak District",2022,36,2520
"Napak District",2022,37,2810
"Napak District",2022,38,3297
"Napak District",2022,39,2784
"Napak District",2022,4,918
"Napak District",2022,40,2279
"Napak District",2022,41,2330
"Napak District",2022,42,2853
"Napak District",2022,43,2491
"Napak District",2022,44,1715
"Napak District",2022,45,2180
"Napak District",2022,46,1768
"Napak District",2022,47,2029
"Napak District",2022,48,2400
"Napak District",2022,49,2388
"Napak District",2022,5,1053
"Napak District",2022,50,2077
"Napak District",2022,51,1471
"Napak District",2022,52,1153
"Napak District",2022,6,899
"Napak District",2022,7,923
"Napak District",2022,8,2714
"Napak District",2022,9,1381
"Napak District",2023,1,1984
"Mityana District",2022,21,2465
"Rwampara District",2022,20,174
"Rwampara District",2022,23,493
"Rwampara District",2022,45,294
"Mukono District",2022,25,4923
"Lamwo District",2022,29,6850
"Lamwo District",2022,30,7915
"Lamwo District",2022,37,5907
"Lamwo District",2022,38,7260
"Lamwo District",2022,44,5657
"Lamwo District",2022,46,2372
"Lamwo District",2022,50,1948
"Lamwo District",2023,1,2375
"Omoro District",2022,47,3039
"Omoro District",2022,50,2228
"Gulu District",2022,13,1789
"Gulu District",2022,45,2482
"Gulu District",2022,51,577
"Pakwach District",2022,14,1459
"Pakwach District",2022,15,1256
"Pakwach District",2022,16,1803
"Pakwach District",2022,19,3654
"Pakwach District",2022,29,4096
"Pakwach District",2022,32,1495
"Pakwach District",2022,33,2362
"Pakwach District",2022,34,2138
"Pakwach District",2022,35,2247
"Pakwach District",2022,39,4230
"Pakwach District",2022,41,4221
"Pakwach District",2022,42,4244
"Pakwach District",2022,43,4143
"Pakwach District",2022,44,3938
"Pakwach District",2022,45,3383
"Pakwach District",2022,46,1436
"Pakwach District",2022,47,2012
"Pakwach District",2022,48,2507
"Pakwach District",2022,49,1883
"Pakwach District",2022,50,1952
"Pakwach District",2022,51,1342
"Pakwach District",2022,9,2342
"Pakwach District",2023,1,1811
"Kibaale District",2022,1,478
"Kibaale District",2022,11,772
"Kibaale District",2022,12,760
"Kibaale District",2022,15,288
"Kibaale District",2022,17,739
"Kibaale District",2022,18,900
"Kibaale District",2022,2,488
"Kibaale District",2022,20,604
"Kibaale District",2022,26,990
"Kibaale District",2022,27,993
"Kibaale District",2022,28,796
"Kibaale District",2022,29,1045
"Kibaale District",2022,3,410
"Kibaale District",2022,4,626
"Kibaale District",2022,5,609
"Kibaale District",2022,6,580
"Kibaale District",2022,7,707
"Kibaale District",2022,8,862
"Kibaale District",2022,9,913
"Mubende District",2022,14,1494
"Mubende District",2022,28,2252
"Mubende District",2022,43,3119
"Nebbi District",2022,1,1905
"Nebbi District",2022,10,3078
"Nebbi District",2022,11,3889
"Nebbi District",2022,12,3676
"Nebbi District",2022,13,2466
"Nebbi District",2022,14,1815
"Nebbi District",2022,15,2383
"Nebbi District",2022,16,3635
"Nebbi District",2022,17,3613
"Nebbi District",2022,18,5286
"Nebbi District",2022,19,5167
"Nebbi District",2022,2,1392
"Nebbi District",2022,20,778
"Nebbi District",2022,21,868
"Nebbi District",2022,22,733
"Nebbi District",2022,23,1364
"Nebbi District",2022,24,2369
"Nebbi District",2022,25,1912
"Nebbi District",2022,26,1477
"Nebbi District",2022,28,4185
"Nebbi District",2022,29,5336
"Nebbi District",2022,3,2215
"Nebbi District",2022,30,5201
"Nebbi District",2022,31,4713
"Nebbi District",2022,33,5447
"Nebbi District",2022,34,4605
"Nebbi District",2022,35,3797
"Nebbi District",2022,36,4356
"Nebbi District",2022,37,5732
"Nebbi District",2022,38,5135
"Nebbi District",2022,39,5712
"Nebbi District",2022,4,2123
"Nebbi District",2022,41,3849
"Nebbi District",2022,42,3605
"Nebbi District",2022,43,5897
"Nebbi District",2022,44,3853
"Nebbi District",2022,45,5733
"Nebbi District",2022,46,1575
"Nebbi District",2022,48,4477
"Nebbi District",2022,49,4354
"Nebbi District",2022,5,2607
"Nebbi District",2022,50,3785
"Nebbi District",2022,51,3816
"Nebbi District",2022,52,3788
"Nebbi District",2022,6,2607
"Nebbi District",2022,8,3993
"Nebbi District",2022,9,1704
"Butambala District",2022,10,1086
"Butambala District",2022,51,1358
"Butambala District",2022,7,1176
"Kumi District",2022,26,4481
"Kumi District",2022,28,5262
"Kumi District",2022,38,6501
"Kumi District",2022,41,6556
"Kumi District",2022,6,3395
"Kumi District",2022,9,3892
"Nakaseke District",2022,28,1152
"Nakaseke District",2022,51,652
"Masaka District",2022,1,290
"Masaka District",2022,10,304
"Masaka District",2022,11,279
"Masaka District",2022,12,431
"Masaka District",2022,13,566
"Masaka District",2022,14,405
"Masaka District",2022,15,595
"Masaka District",2022,16,309
"Masaka District",2022,17,340
"Masaka District",2022,18,707
"Masaka District",2022,19,882
"Masaka District",2022,2,427
"Masaka District",2022,21,383
"Masaka District",2022,22,789
"Masaka District",2022,25,609
"Masaka District",2022,26,692
"Masaka District",2022,27,863
"Masaka District",2022,28,560
"Masaka District",2022,29,664
"Masaka District",2022,3,391
"Masaka District",2022,32,327
"Masaka District",2022,4,554
"Masaka District",2022,5,464
"Masaka District",2022,6,496
"Masaka District",2022,8,545
"Masaka District",2022,9,513
"Ibanda District",2022,51,2062
"Ibanda District",2022,7,2242
"Sembabule District",2022,4,2472
"Obongi District",2022,11,2064
"Obongi District",2022,12,1352
"Obongi District",2022,15,1084
"Obongi District",2022,16,1082
"Obongi District",2022,2,1123
"Obongi District",2022,22,1708
"Obongi District",2022,3,1120
"Obongi District",2022,4,1247
"Obongi District",2022,5,1292
"Obongi District",2022,52,830
"Obongi District",2022,6,1136
"Obongi District",2022,7,1157
"Obongi District",2022,8,1367
"Obongi District",2022,9,1177
"Kisoro District",2022,13,692
"Kisoro District",2022,14,949
"Kisoro District",2022,22,1542
"Kisoro District",2022,47,1350
"Kisoro District",2022,52,984
"Apac District",2022,20,2083
"Kiboga District",2023,1,698
"Butambala District",2022,4,1107
"Mbale District",2022,10,2554
"Mbale District",2022,11,3894
"Mbale District",2022,12,3323
"Mbale District",2022,13,2405
"Mbale District",2022,14,1793
"Mbale District",2022,15,2396
"Mbale District",2022,16,2745
"Mbale District",2022,17,2813
"Mbale District",2022,18,2935
"Mbale District",2022,19,3246
"Mbale District",2022,23,3979
"Mbale District",2022,24,4412
"Mbale District",2022,25,3806
"Mbale District",2022,26,3847
"Mbale District",2022,27,3661
"Mbale District",2022,29,3771
"Mbale District",2022,30,4278
"Mbale District",2022,33,2501
"Mbale District",2022,36,3300
"Mbale District",2022,37,3921
"Mbale District",2022,38,3527
"Mbale District",2022,39,2949
"Mbale District",2022,40,2825
"Mbale District",2022,41,3486
"Mbale District",2022,42,2415
"Mbale District",2022,43,2228
"Mbale District",2022,44,1836
"Mbale District",2022,45,1860
"Mbale District",2022,47,3624
"Mbale District",2022,48,3790
"Mbale District",2022,5,2886
"Mbale District",2022,51,2079
"Mbale District",2022,52,2172
"Mbale District",2022,6,1948
"Madi-Okollo District",2022,10,2473
"Madi-Okollo District",2022,11,3045
"Madi-Okollo District",2022,12,2768
"Madi-Okollo District",2022,13,2212
"Madi-Okollo District",2022,14,2625
"Madi-Okollo District",2022,15,2106
"Madi-Okollo District",2022,16,3075
"Madi-Okollo District",2022,17,3418
"Madi-Okollo District",2022,18,4139
"Madi-Okollo District",2022,2,1921
"Madi-Okollo District",2022,20,5701
"Madi-Okollo District",2022,21,5073
"Madi-Okollo District",2022,22,4047
"Madi-Okollo District",2022,23,4871
"Madi-Okollo District",2022,24,5085
"Madi-Okollo District",2022,25,4017
"Madi-Okollo District",2022,26,3344
"Madi-Okollo District",2022,27,3258
"Madi-Okollo District",2022,28,3949
"Madi-Okollo District",2022,29,4615
"Madi-Okollo District",2022,3,1773
"Madi-Okollo District",2022,30,4346
"Madi-Okollo District",2022,31,3530
"Madi-Okollo District",2022,32,4164
"Madi-Okollo District",2022,33,3366
"Madi-Okollo District",2022,34,3694
"Madi-Okollo District",2022,35,3611
"Madi-Okollo District",2022,36,4711
"Madi-Okollo District",2022,37,5054
"Madi-Okollo District",2022,38,4916
"Madi-Okollo District",2022,39,4059
"Madi-Okollo District",2022,4,2245
"Madi-Okollo District",2022,40,3689
"Madi-Okollo District",2022,42,3962
"Madi-Okollo District",2022,44,3224
"Madi-Okollo District",2022,45,3975
"Madi-Okollo District",2022,46,946
"Madi-Okollo District",2022,47,1449
"Madi-Okollo District",2022,48,3946
"Madi-Okollo District",2022,49,3499
"Madi-Okollo District",2022,5,2262
"Madi-Okollo District",2022,52,1882
"Madi-Okollo District",2022,6,2934
"Madi-Okollo District",2022,7,3946
"Madi-Okollo District",2022,8,2877
"Madi-Okollo District",2022,9,1810
"Bugweri District",2022,10,2501
"Bugweri District",2022,14,1952
"Bugweri District",2022,15,1893
"Bugweri District",2022,2,2246
"Bugweri District",2022,3,2047
"Bugweri District",2022,4,2764
"Bugweri District",2022,45,2289
"Bugweri District",2022,49,2557
"Bugweri District",2022,5,2623
"Bugweri District",2022,50,2430
"Bugweri District",2022,51,1705
"Bugweri District",2022,52,2006
"Bugweri District",2022,6,2815
"Bugweri District",2022,8,1947
"Bugweri District",2023,1,1781
"Kagadi District",2022,1,595
"Kagadi District",2022,2,391
"Kagadi District",2023,1,620
"Amuru District",2022,36,2533
"Rubanda District",2022,10,538
"Rubanda District",2022,12,586
"Rubanda District",2022,14,506
"Rubanda District",2022,15,412
"Rubanda District",2022,17,378
"Rubanda District",2022,18,400
"Rubanda District",2022,26,508
"Rubanda District",2022,27,566
"Rubanda District",2022,28,538
"Rubanda District",2022,29,679
"Rubanda District",2022,30,464
"Rubanda District",2022,31,463
"Rubanda District",2022,32,251
"Rubanda District",2022,42,275
"Rubanda District",2022,43,301
"Rubanda District",2022,44,346
"Rubanda District",2022,45,374
"Rubanda District",2022,48,454
"Rubanda District",2022,49,391
"Rubanda District",2022,50,304
"Rubanda District",2022,51,421
"Rubanda District",2022,52,438
"Rubanda District",2022,6,486
"Rubanda District",2022,7,535
"Rubanda District",2022,8,585
"Rubanda District",2022,9,729
"Mayuge District",2022,23,4884
"Hoima City",2022,41,910
"Manafwa District",2022,10,1098
"Manafwa District",2022,12,1343
"Manafwa District",2022,13,1056
"Manafwa District",2022,14,496
"Manafwa District",2022,15,398
"Manafwa District",2022,19,960
"Manafwa District",2022,2,958
"Manafwa District",2022,21,1248
"Manafwa District",2022,22,1026
"Manafwa District",2022,23,1097
"Manafwa District",2022,24,1453
"Manafwa District",2022,29,1811
"Manafwa District",2022,3,1126
"Manafwa District",2022,30,1525
"Manafwa District",2022,31,913
"Manafwa District",2022,32,826
"Manafwa District",2022,34,1137
"Manafwa District",2022,35,1331
"Manafwa District",2022,36,1018
"Manafwa District",2022,37,1079
"Manafwa District",2022,39,901
"Manafwa District",2022,40,763
"Manafwa District",2022,41,669
"Manafwa District",2022,43,680
"Manafwa District",2022,44,426
"Manafwa District",2022,49,752
"Manafwa District",2022,5,1101
"Manafwa District",2022,50,781
"Manafwa District",2022,52,368
"Manafwa District",2022,7,896
"Manafwa District",2022,8,1288
"Manafwa District",2022,9,976
"Kibaale District",2022,10,810
"Kibaale District",2022,21,720
"Nakasongola District",2022,21,1684
"Nakasongola District",2022,23,1835
"Nakasongola District",2022,24,2907
"Arua District",2022,13,316
"Arua District",2022,28,589
"Arua District",2022,47,747
"Arua District",2023,1,298
"Mbale District",2022,2,2060
"Mbale District",2022,22,2837
"Mbale District",2022,28,4773
"Mbale District",2022,3,2278
"Mbale District",2022,31,3646
"Mbale District",2022,34,2994
"Mbale District",2022,35,2765
"Mbale District",2022,4,2799
"Mbale District",2022,49,3001
"Mbale District",2022,50,2500
"Mbale District",2022,7,2106
"Mbale District",2022,8,2016
"Mbale District",2022,9,2115
"Mbale District",2023,1,2280
"Jinja City",2022,1,2133
"Jinja City",2022,14,1587
"Jinja City",2022,20,306
"Jinja City",2022,22,499
"Jinja City",2022,32,1889
"Kitagwenda District",2022,1,1024
"Kitagwenda District",2022,11,1417
"Kitagwenda District",2022,14,945
"Kitagwenda District",2022,15,910
"Kitagwenda District",2022,16,997
"Kitagwenda District",2022,18,1196
"Kitagwenda District",2022,24,1677
"Kitagwenda District",2022,27,1648
"Kitagwenda District",2022,28,1676
"Kitagwenda District",2022,30,1142
"Kitagwenda District",2022,31,1128
"Kitagwenda District",2022,33,920
"Kitagwenda District",2022,35,804
"Kitagwenda District",2022,36,837
"Kitagwenda District",2022,37,721
"Kitagwenda District",2022,38,603
"Kitagwenda District",2022,39,1225
"Kitagwenda District",2022,4,1231
"Kitagwenda District",2022,40,1754
"Kitagwenda District",2022,41,1009
"Kitagwenda District",2022,42,1138
"Kitagwenda District",2022,43,947
"Kitagwenda District",2022,44,739
"Kitagwenda District",2022,45,809
"Kitagwenda District",2022,46,569
"Kitagwenda District",2022,47,880
"Kitagwenda District",2022,48,794
"Kitagwenda District",2022,5,1201
"Kitagwenda District",2022,50,847
"Kitagwenda District",2022,51,624
"Kitagwenda District",2022,52,706
"Kitagwenda District",2022,6,858
"Kitagwenda District",2022,7,1265
"Kitagwenda District",2023,1,666
"Arua City",2022,42,1688
"Rwampara District",2022,1,471
"Rwampara District",2022,2,240
"Rwampara District",2022,3,225
"Rwampara District",2022,4,253
"Rwampara District",2022,49,220
"Rwampara District",2022,5,247
"Otuke District",2022,20,2122
"Otuke District",2022,21,2299
"Otuke District",2022,22,1391
"Otuke District",2022,23,2048
"Otuke District",2022,24,2790
"Otuke District",2022,27,3248
"Otuke District",2022,28,2675
"Otuke District",2022,32,1645
"Otuke District",2022,49,1805
"Serere District",2022,13,1223
"Serere District",2022,46,1012
"Amuria District",2022,27,2679
"Amuria District",2022,45,3169
"Amuria District",2022,47,3233
"Pakwach District",2022,17,1882
"Pakwach District",2022,21,1027
"Pakwach District",2022,24,1111
"Pakwach District",2022,27,1956
"Pakwach District",2022,36,3700
"Pakwach District",2022,52,1720
"Amuria District",2022,12,4353
"Amuria District",2022,46,1180
"Moyo District",2022,22,790
"Moyo District",2022,23,978
"Kyegegwa District",2022,10,2747
"Kyegegwa District",2022,11,2538
"Kyegegwa District",2022,13,3168
"Kyegegwa District",2022,14,3009
"Kyegegwa District",2022,15,3156
"Kyegegwa District",2022,17,3385
"Kyegegwa District",2022,18,3636
"Kyegegwa District",2022,26,3298
"Kyegegwa District",2022,27,2852
"Kyegegwa District",2022,29,4704
"Kyegegwa District",2022,30,4413
"Kyegegwa District",2022,31,3675
"Kyegegwa District",2022,33,4163
"Kyegegwa District",2022,34,1973
"Kyegegwa District",2022,35,2209
"Kyegegwa District",2022,36,2439
"Kyegegwa District",2022,37,3155
"Kyegegwa District",2022,38,3007
"Kyegegwa District",2022,39,4747
"Kyegegwa District",2022,41,4229
"Kyegegwa District",2022,44,4334
"Kyegegwa District",2022,45,5357
"Kyegegwa District",2022,46,4339
"Kyegegwa District",2022,47,2834
"Kyegegwa District",2022,49,4223
"Kyegegwa District",2022,5,2478
"Kyegegwa District",2022,6,2390
"Kyegegwa District",2022,7,2392
"Kyegegwa District",2022,8,3567
"Kyegegwa District",2022,9,2533
"Kalangala District",2022,17,642
"Kalangala District",2022,28,367
"Kotido District",2022,1,1848
"Kotido District",2022,11,2161
"Kotido District",2022,12,2835
"Kotido District",2022,13,2299
"Kotido District",2022,15,2030
"Kotido District",2022,16,2125
"Kotido District",2022,17,2602
"Kotido District",2022,19,3371
"Kotido District",2022,2,1890
"Kotido District",2022,20,1518
"Kotido District",2022,21,1585
"Kotido District",2022,22,1921
"Kotido District",2022,23,2828
"Kotido District",2022,24,4010
"Kotido District",2022,25,2988
"Kotido District",2022,26,2729
"Kotido District",2022,29,2237
"Kotido District",2022,3,1886
"Kotido District",2022,30,3379
"Kotido District",2022,31,3239
"Kotido District",2022,32,3638
"Kotido District",2022,33,3580
"Kotido District",2022,34,3229
"Kotido District",2022,35,3621
"Kotido District",2022,36,3021
"Kotido District",2022,37,4641
"Kotido District",2022,38,4512
"Kotido District",2022,39,4042
"Kotido District",2022,40,3243
"Kotido District",2022,41,3074
"Kotido District",2022,45,3158
"Kotido District",2022,47,2373
"Kotido District",2022,49,2964
"Kotido District",2022,5,1803
"Kotido District",2022,50,1629
"Kotido District",2022,8,2487
"Kotido District",2023,1,1069
"Terego District",2022,13,3251
"Terego District",2022,20,1784
"Rukungiri District",2022,42,2168
"Rukungiri District",2022,46,1127
"Rubanda District",2022,20,174
"Rubanda District",2022,22,259
"Rubanda District",2022,23,415
"Rubanda District",2022,25,461
"Rubanda District",2022,46,205
"Kitgum District",2022,40,5713
"Kitgum District",2022,46,4628
"Kassanda District",2022,13,791
"Kassanda District",2022,14,681
"Kassanda District",2022,20,1292
"Kassanda District",2022,22,966
"Kassanda District",2022,23,715
"Kassanda District",2022,39,1785
"Kassanda District",2022,47,1573
"Kassanda District",2022,52,827
"Ngora District",2022,20,1829
"Ngora District",2022,25,3128
"Ngora District",2022,3,1338
"Sironko District",2022,21,1574
"Kalaki District",2022,25,2862
"Kalaki District",2022,34,1475
"Kalaki District",2022,42,1261
"Kalaki District",2022,49,2070
"Kalaki District",2022,50,960
"Kalaki District",2022,51,974
"Hoima District",2022,1,1472
"Hoima District",2022,10,945
"Hoima District",2022,11,1160
"Hoima District",2022,12,1101
"Hoima District",2022,17,1762
"Hoima District",2022,18,1957
"Hoima District",2022,2,600
"Hoima District",2022,26,1736
"Hoima District",2022,28,1889
"Hoima District",2022,29,1624
"Hoima District",2022,30,1337
"Hoima District",2022,31,1486
"Hoima District",2022,32,1131
"Hoima District",2022,33,1543
"Hoima District",2022,34,1309
"Hoima District",2022,35,1277
"Hoima District",2022,36,1167
"Hoima District",2022,37,1287
"Hoima District",2022,38,1482
