"district","year","week","total_suspected"
"Hoima District",2022,39,1499
"Hoima District",2022,4,694
"Hoima District",2022,40,1375
"Hoima District",2022,42,1454
"Hoima District",2022,43,1987
"Hoima District",2022,44,1856
"Hoima District",2022,45,1798
"Hoima District",2022,46,906
"Hoima District",2022,47,1393
"Hoima District",2022,48,1328
"Hoima District",2022,49,1347
"Hoima District",2022,5,922
"Hoima District",2022,50,1029
"Hoima District",2022,51,534
"Hoima District",2022,52,587
"Hoima District",2022,6,1423
"Hoima District",2022,8,1376
"Hoima District",2022,9,1624
"Kiruhura District",2022,47,1732
"Arua City",2022,6,1105
"Kikuube District",2022,1,3239
"Kikuube District",2022,20,4932
"Kikuube District",2022,32,2431
"Dokolo District",2022,46,2193
"Kumi District",2022,43,5137
"Kumi District",2022,45,3620
"Kumi District",2022,49,5206
"Kyankwanzi District",2022,1,741
"Kyankwanzi District",2022,2,411
"Kyankwanzi District",2022,20,1656
"Kyankwanzi District",2022,21,1305
"Kyankwanzi District",2022,22,989
"Kyankwanzi District",2022,27,1466
"Kyankwanzi District",2022,4,446
"Kyankwanzi District",2022,45,1329
"Kyankwanzi District",2022,46,1070
"Kyankwanzi District",2022,49,1297
"Kyankwanzi District",2022,50,732
"Kyankwanzi District",2022,51,584
"Kyankwanzi District",2022,6,1048
"Kyankwanzi District",2022,7,1284
"Kyankwanzi District",2023,1,734
"Kabarole District",2023,1,545
"Masaka City",2022,10,708
"Masaka City",2022,14,532
"Masaka City",2022,33,647
"Masaka City",2022,34,695
"Masaka City",2022,35,674
"Masaka City",2022,38,678
"Masaka City",2022,40,776
"Masaka City",2022,41,805
"Masaka City",2022,43,832
"Masaka City",2022,44,892
"Masaka City",2022,47,548
"Masaka City",2022,48,956
"Masaka City",2022,49,655
"Masaka City",2022,52,898
"Masaka City",2022,8,753
"Buliisa District",2022,28,2809
"Buliisa District",2022,31,1950
"Buliisa District",2022,34,1438
"Buliisa District",2022,40,3036
"Buliisa District",2022,51,436
"Kiruhura District",2022,13,1506
"Kiruhura District",2022,15,1216
"Kiruhura District",2022,19,1202
"Kiruhura District",2022,2,1984
"Nakasongola District",2022,17,1370
"Namutumba District",2022,10,3647
"Namutumba District",2022,17,2711
"Namutumba District",2022,27,4913
"Sironko District",2022,46,823
"Rubanda District",2022,21,257
"Rubanda District",2022,40,328
"Madi-Okollo District",2022,1,2255
"Madi-Okollo District",2022,41,5313
"Madi-Okollo District",2022,43,5438
"Madi-Okollo District",2022,50,3105
"Madi-Okollo District",2022,51,2227
"Madi-Okollo District",2023,1,1798
"Kapelebyong District",2022,1,416
"Kapelebyong District",2022,17,1037
"Kapelebyong District",2022,19,998
"Kapelebyong District",2022,20,64
"Kapelebyong District",2022,25,1119
"Kapelebyong District",2022,29,992
"Kapelebyong District",2022,37,2018
"Kapelebyong District",2022,45,1359
"Kapelebyong District",2022,48,1384
"Kapelebyong District",2022,50,1340
"Rukiga District",2022,11,725
"Sironko District",2023,1,736
"Mbale District",2022,46,445
"Zombo District",2022,1,1649
"Zombo District",2022,10,2772
"Zombo District",2022,11,4156
"Zombo District",2022,12,3709
"Zombo District",2022,13,1745
"Zombo District",2022,14,2612
"Zombo District",2022,15,3606
"Zombo District",2022,16,4475
"Zombo District",2022,17,4144
"Zombo District",2022,18,6381
"Zombo District",2022,19,6585
"Zombo District",2022,2,1870
"Zombo District",2022,20,1582
"Zombo District",2022,21,1554
"Zombo District",2022,22,2435
"Zombo District",2022,23,4282
"Zombo District",2022,24,4302
"Zombo District",2022,25,3681
"Zombo District",2022,26,2606
"Zombo District",2022,27,2370
"Zombo District",2022,28,3319
"Zombo District",2022,29,3880
"Zombo District",2022,3,1934
"Zombo District",2022,30,3747
"Zombo District",2022,31,4017
"Zombo District",2022,32,2653
"Zombo District",2022,33,5251
"Zombo District",2022,34,4686
"Zombo District",2022,35,3307
"Zombo District",2022,36,3236
"Zombo District",2022,37,1295
"Zombo District",2022,38,2565
"Zombo District",2022,39,1717
"Zombo District",2022,4,2328
"Zombo District",2022,40,2110
"Zombo District",2022,41,3257
"Zombo District",2022,42,1835
"Zombo District",2022,43,3035
"Zombo District",2022,44,1997
"Zombo District",2022,45,1589
"Zombo District",2022,47,1831
"Zombo District",2022,48,3399
"Zombo District",2022,49,2404
"Zombo District",2022,5,2142
"Zombo District",2022,50,1317
"Zombo District",2022,51,1102
"Zombo District",2022,52,1841
"Zombo District",2022,6,2403
"Zombo District",2022,7,2944
"Zombo District",2022,8,3170
"Zombo District",2022,9,1813
"Zombo District",2023,1,1974
"Madi-Okollo District",2022,19,4082
"Bududa District",2022,1,1338
"Bududa District",2022,10,1904
"Bududa District",2022,11,1842
"Bududa District",2022,12,1593
"Bududa District",2022,13,1611
"Bududa District",2022,14,1926
"Bududa District",2022,15,1767
"Bududa District",2022,16,2122
"Bududa District",2022,17,1890
"Bududa District",2022,18,1977
"Bududa District",2022,19,1981
"Bududa District",2022,2,1135
"Bududa District",2022,20,1823
"Bududa District",2022,21,2339
"Bududa District",2022,22,2083
"Bududa District",2022,23,2197
"Bududa District",2022,24,1925
"Bududa District",2022,25,2144
"Bududa District",2022,26,2082
"Bududa District",2022,28,1975
"Bududa District",2022,29,1771
"Bududa District",2022,3,1169
"Bududa District",2022,31,1717
"Bududa District",2022,33,1623
"Bududa District",2022,35,1830
"Bududa District",2022,36,2594
"Bududa District",2022,37,2007
"Bududa District",2022,38,1882
"Bududa District",2022,39,1798
"Bududa District",2022,4,1472
"Bududa District",2022,40,1330
"Bududa District",2022,41,1267
"Bududa District",2022,43,1154
"Bududa District",2022,44,1054
"Bududa District",2022,45,881
"Bududa District",2022,49,1139
"Bududa District",2022,5,1227
"Bududa District",2022,51,1186
"Bududa District",2022,52,1039
"Bududa District",2022,6,1482
"Bududa District",2022,7,1360
"Bududa District",2022,8,1504
"Bududa District",2022,9,1601
"Bududa District",2023,1,1043
"Mbale District",2022,1,2541
"Mbale District",2022,21,987
"Mbale District",2022,32,2490
"Kikuube District",2022,21,3947
"Zombo District",2022,46,3258
"Kyegegwa District",2022,1,2614
"Kyegegwa District",2022,12,1863
"Kyegegwa District",2022,16,2686
"Kyegegwa District",2022,2,2001
"Kyegegwa District",2022,22,3526
"Kyegegwa District",2022,23,4222
"Kyegegwa District",2022,24,5544
"Kyegegwa District",2022,3,2238
"Kyegegwa District",2022,4,2223
"Kyegegwa District",2022,40,3433
"Kyegegwa District",2022,42,4289
"Kyegegwa District",2022,43,3641
"Kyegegwa District",2022,48,4072
"Kyegegwa District",2022,51,2253
"Kyegegwa District",2023,1,9268
"Ibanda District",2022,21,1141
"Ibanda District",2022,25,2807
"Nakasongola District",2023,1,1149
"Mubende District",2022,1,1723
"Mubende District",2022,12,1231
"Mubende District",2022,13,1002
"Mubende District",2022,15,1094
"Mubende District",2022,17,1273
"Moyo District",2022,21,409
"Rukungiri District",2022,20,829
"Katakwi District",2022,19,2913
"Katakwi District",2022,20,570
"Katakwi District",2022,21,451
"Katakwi District",2022,22,499
"Katakwi District",2022,23,2751
"Katakwi District",2022,24,4011
"Katakwi District",2022,25,5822
"Katakwi District",2022,26,5610
"Katakwi District",2022,32,1798
"Katakwi District",2022,50,3617
"Napak District",2022,1,2160
"Napak District",2022,13,1031
"Napak District",2022,15,1191
"Napak District",2022,17,1214
"Napak District",2022,18,1424
"Napak District",2022,19,1507
"Napak District",2022,24,3835
"Mitooma District",2022,12,1425
"Mitooma District",2022,29,1590
"Mitooma District",2022,30,1511
"Mitooma District",2022,49,1531
"Mitooma District",2022,8,1819
"Mitooma District",2022,9,1701
"Jinja District",2022,6,2280
"Kiruhura District",2022,14,856
"Kitagwenda District",2022,10,820
"Kitagwenda District",2022,12,796
"Kitagwenda District",2022,17,1076
"Kitagwenda District",2022,19,1310
"Kitagwenda District",2022,20,531
"Kitagwenda District",2022,23,2977
"Kitagwenda District",2022,26,1300
"Kitagwenda District",2022,29,1660
"Kitagwenda District",2022,32,1188
"Kitagwenda District",2022,34,524
"Kitagwenda District",2022,49,657
"Mbale City",2022,20,1138
"Kaliro District",2022,41,2165
"Kaliro District",2022,49,3389
"Jinja City",2022,21,977
"Jinja City",2022,5,1429
"Ibanda District",2022,11,1921
"Ibanda District",2022,13,2462
"Ibanda District",2022,17,2348
"Ibanda District",2022,3,2069
"Ibanda District",2022,47,2572
"Ibanda District",2022,6,2415
"Mubende District",2022,32,2148
"Kumi District",2022,20,2677
"Kumi District",2022,29,4399
"Kakumiro District",2022,47,2236
"Moroto District",2022,15,1788
"Moroto District",2022,2,1220
"Moroto District",2022,21,1798
"Moroto District",2022,50,1516
"Rubirizi District",2022,11,684
"Rubirizi District",2022,17,724
"Rubirizi District",2022,44,1421
"Kotido District",2022,10,2115
"Kotido District",2022,14,2200
"Kotido District",2022,4,1571
"Kotido District",2022,43,2683
"Kotido District",2022,44,3172
"Kotido District",2022,46,1854
"Kotido District",2022,6,1501
"Kotido District",2022,9,2050
"Kumi District",2022,46,577
"Kotido District",2022,18,2518
"Kotido District",2022,27,1949
"Kotido District",2022,28,2350
"Kotido District",2022,42,3171
"Kotido District",2022,48,3705
"Kotido District",2022,51,803
"Kotido District",2022,52,1196
"Kotido District",2022,7,1410
"Pakwach District",2022,20,531
"Kumi District",2022,27,2739
"Nakapiripirit District",2022,2,742
"Nakapiripirit District",2022,43,985
"Nakapiripirit District",2022,46,552
"Nakapiripirit District",2023,1,594
"Bududa District",2022,27,1792
"Bududa District",2022,30,1819
"Bududa District",2022,32,1613
"Bududa District",2022,34,1799
"Bududa District",2022,42,1080
"Bududa District",2022,47,1843
"Bududa District",2022,48,1261
"Rubirizi District",2022,13,304
"Rubirizi District",2022,14,444
"Rubirizi District",2022,46,366
"Kiryandongo District",2022,48,2909
"Kiryandongo District",2022,50,1794
"Kiryandongo District",2022,51,1418
"Kiryandongo District",2023,1,1959
"Mubende District",2022,22,1609
"Mubende District",2022,27,2185
"Kween District",2022,13,583
"Kween District",2022,18,541
"Kween District",2022,42,670
"Kween District",2023,1,465
"Bududa District",2022,46,548
"Bududa District",2022,50,986
"Butambala District",2022,20,434
"Mbarara City",2022,1,1797
"Mbarara City",2022,14,1322
"Mbarara City",2022,15,1531
"Mbarara City",2022,17,1069
"Mbarara City",2022,20,802
"Mbarara City",2022,21,1214
"Mbarara City",2022,22,1076
"Mbarara City",2022,23,1506
"Mbarara City",2022,3,1163
"Mbarara City",2022,31,1101
"Mbarara City",2022,33,1047
"Mbarara City",2022,34,813
"Mbarara City",2022,38,837
"Mbarara City",2022,42,975
"Mbarara City",2023,1,1054
"Manafwa District",2022,11,1559
"Manafwa District",2022,16,537
"Manafwa District",2022,17,688
"Manafwa District",2022,18,681
"Manafwa District",2022,20,1094
"Manafwa District",2022,25,1762
"Manafwa District",2022,26,1981
"Manafwa District",2022,28,989
"Manafwa District",2022,33,1121
"Manafwa District",2022,38,1026
"Manafwa District",2022,4,973
"Manafwa District",2022,42,634
"Manafwa District",2022,45,521
"Manafwa District",2022,47,639
"Manafwa District",2022,48,686
"Manafwa District",2022,51,75
"Manafwa District",2022,6,868
"Manafwa District",2023,1,919
"Kagadi District",2022,22,309
"Nebbi District",2022,27,2326
"Nebbi District",2022,32,3400
"Nebbi District",2022,40,5617
"Nebbi District",2022,47,4391
"Nebbi District",2022,7,3095
"Nebbi District",2023,1,3630
"Abim District",2022,10,1973
"Abim District",2022,11,2877
"Abim District",2022,12,2497
"Abim District",2022,13,1905
"Abim District",2022,15,1405
"Abim District",2022,16,1834
"Abim District",2022,18,2514
"Abim District",2022,19,2910
"Abim District",2022,20,2813
"Abim District",2022,21,1964
"Abim District",2022,22,2143
"Abim District",2022,23,3175
"Abim District",2022,24,4987
"Abim District",2022,25,3595
"Abim District",2022,26,2420
"Abim District",2022,27,1563
"Abim District",2022,29,3071
"Abim District",2022,3,1692
"Abim District",2022,30,3168
"Abim District",2022,32,2342
"Abim District",2022,33,2005
"Abim District",2022,34,2030
"Abim District",2022,35,1847
"Abim District",2022,36,2529
"Abim District",2022,37,3367
"Abim District",2022,38,3179
"Abim District",2022,39,3192
"Abim District",2022,4,1964
"Abim District",2022,40,1726
"Abim District",2022,41,2141
"Abim District",2022,42,2495
"Abim District",2022,43,1747
"Abim District",2022,44,1477
"Abim District",2022,45,1584
"Abim District",2022,47,1148
"Abim District",2022,48,2433
"Abim District",2022,5,1539
"Abim District",2022,50,1649
"Abim District",2022,51,991
"Abim District",2022,52,981
"Abim District",2022,6,1314
"Abim District",2022,7,1638
"Abim District",2022,8,2369
"Abim District",2022,9,1606
"Abim District",2023,1,1191
"Kaliro District",2022,2,2394
"Fort Portal City",2022,19,930
"Fort Portal City",2022,20,1167
"Fort Portal City",2022,51,797
"Bukwo District",2022,1,1708
"Bukwo District",2022,10,911
"Bukwo District",2022,11,1020
"Bukwo District",2022,12,911
"Bukwo District",2022,13,997
"Bukwo District",2022,14,953
"Bukwo District",2022,15,939
"Bukwo District",2022,16,614
"Bukwo District",2022,17,421
"Bukwo District",2022,18,681
"Bukwo District",2022,19,711
"Bukwo District",2022,2,222
"Bukwo District",2022,22,354
"Bukwo District",2022,23,739
"Bukwo District",2022,24,780
"Bukwo District",2022,25,243
"Bukwo District",2022,26,745
"Bukwo District",2022,27,831
"Bukwo District",2022,28,511
"Bukwo District",2022,29,951
"Bukwo District",2022,3,576
"Bukwo District",2022,30,802
"Bukwo District",2022,31,649
"Bukwo District",2022,33,593
"Bukwo District",2022,34,671
"Bukwo District",2022,35,892
"Bukwo District",2022,36,778
"Bukwo District",2022,37,502
"Bukwo District",2022,38,944
"Bukwo District",2022,39,685
"Bukwo District",2022,4,715
"Bukwo District",2022,40,300
"Bukwo District",2022,41,220
"Bukwo District",2022,43,421
"Bukwo District",2022,44,380
"Bukwo District",2022,45,297
"Bukwo District",2022,47,592
"Bukwo District",2022,48,882
"Bukwo District",2022,49,431
"Bukwo District",2022,5,355
"Bukwo District",2022,50,564
"Bukwo District",2022,6,829
"Bukwo District",2022,7,688
"Bukwo District",2022,8,749
"Bukwo District",2022,9,787
"Bukwo District",2023,1,805
"Kaabong District",2022,20,388
"Kakumiro District",2022,1,1073
"Kakumiro District",2022,19,2564
"Kakumiro District",2022,2,975
"Kakumiro District",2022,21,1469
"Kakumiro District",2022,22,3058
"Kakumiro District",2022,3,702
"Kakumiro District",2022,5,1670
"Kween District",2022,45,477
"Kween District",2022,5,316
"Kyegegwa District",2022,19,3944
"Kyegegwa District",2022,20,3757
"Kyegegwa District",2022,21,3370
"Kyegegwa District",2022,25,4607
"Kyegegwa District",2022,28,3589
"Kyegegwa District",2022,50,3056
"Kyegegwa District",2022,52,1275
"Moroto District",2022,18,1678
"Moroto District",2022,51,1312
"Namisindwa District",2022,10,2169
"Namisindwa District",2022,13,746
"Namisindwa District",2022,17,1276
"Namisindwa District",2022,2,907
"Namisindwa District",2022,24,1082
"Namisindwa District",2022,31,1266
"Namisindwa District",2022,35,1036
"Namisindwa District",2022,40,827
"Namisindwa District",2022,46,843
"Namisindwa District",2022,48,1121
"Namisindwa District",2022,52,1030
"Jinja District",2022,32,956
"Busia District",2022,20,2019
"Nakasongola District",2022,20,681
"Nakasongola District",2022,22,878
"Kween District",2022,20,261
"Kween District",2022,27,230
"Kween District",2022,32,324
"Fort Portal City",2022,21,1379
"Jinja City",2022,24,1452
"Butaleja District",2022,13,2761
"Butaleja District",2022,14,3130
"Butaleja District",2022,15,3205
"Butaleja District",2022,2,3360
"Butaleja District",2022,24,4542
"Butaleja District",2022,26,3857
"Butaleja District",2022,27,3076
"Butaleja District",2022,30,5044
"Butaleja District",2022,31,3826
"Butaleja District",2022,32,4162
"Butaleja District",2022,35,2933
"Butaleja District",2022,44,3437
"Butaleja District",2022,5,2273
"Butaleja District",2022,6,2855
"Butaleja District",2023,1,2311
"Kalaki District",2022,12,1795
"Kalaki District",2022,32,1155
"Kalaki District",2022,33,1107
"Kalaki District",2022,46,358
"Kakumiro District",2022,17,3590
"Kakumiro District",2022,7,1670
"Kakumiro District",2022,8,2378
"Kapchorwa District",2022,23,616
"Kapchorwa District",2022,46,254
"Rubirizi District",2022,1,998
"Rubirizi District",2022,10,903
"Rubirizi District",2022,2,997
"Rubirizi District",2022,3,725
"Rubirizi District",2022,4,943
"Rubirizi District",2022,5,1112
"Rubirizi District",2022,6,607
"Rubirizi District",2022,7,976
"Ibanda District",2022,46,1723
"Kalangala District",2022,20,291
"Rubirizi District",2022,36,858
"Arua City",2022,21,655
"Arua City",2022,22,479
"Arua City",2022,23,847
"Arua City",2022,24,959
"Arua City",2022,28,607
"Arua City",2022,30,920
"Arua City",2022,31,709
"Mitooma District",2022,6,1101
"Mitooma District",2022,7,1360
"Kakumiro District",2022,20,1597
"Pakwach District",2022,22,1218
"Namisindwa District",2022,27,1790
"Namisindwa District",2022,38,747
"Namisindwa District",2022,47,1238
"Namisindwa District",2022,49,1001
"Namisindwa District",2022,51,721
"Gomba District",2022,11,772
"Gomba District",2022,12,643
"Gomba District",2022,13,499
"Gomba District",2022,14,1139
"Gomba District",2022,16,762
"Gomba District",2022,17,989
"Gomba District",2022,18,687
"Gomba District",2022,26,947
"Gomba District",2022,27,1085
"Gomba District",2022,29,657
"Gomba District",2022,3,1084
"Gomba District",2022,30,576
"Gomba District",2022,31,480
"Gomba District",2022,33,403
"Gomba District",2022,34,355
"Gomba District",2022,35,271
