periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,033B-CD01a. Malaria (diagnosed)  - Cases
2021W43,W43 2021,2021W43,,MOH - Uganda,South Central,Rakai District,P8iz90eiIrW,Rakai District,,,1776.0
2021W43,W43 2021,2021W43,,MOH - Uganda,Kigezi,Rubanda District,wZrfAgC3WrU,Rubanda District,,,41.0
2021W43,W43 2021,2021W43,,MOH - Uganda,Ankole,Rubirizi District,fS71jg1WYPk,Rubirizi District,,,121.0
2021W43,W43 2021,2021W43,,MOH - Uganda,Kigezi,Rukiga District,fsP0Wxie1UW,Rukiga District,,,157.0
2021W43,W43 2021,2021W43,,MOH - Uganda,Kigezi,Rukungiri District,tugqr4dY6wq,Rukungiri District,,,915.0
2021W43,W43 2021,2021W43,,MOH - Uganda,Ankole,Rwampara District,tsugXWRXwGu,Rwampara District,,,63.0
2021W43,W43 2021,2021W43,,MOH - Uganda,South Central,Sembabule District,j7AQsnEYmvi,Sembabule District,,,887.0
2021W43,W43 2021,2021W43,,MOH - Uganda,Teso,Serere District,zJfpujxC1kD,Serere District,,,2005.0
2021W43,W43 2021,2021W43,,MOH - Uganda,Ankole,Sheema District,xAJgEKKAeRA,Sheema District,,,40.0
2021W43,W43 2021,2021W43,,MOH - Uganda,Bugisu,Sironko District,wJ2a6YKDFZW,Sironko District,,,858.0
2021W43,W43 2021,2021W43,,MOH - Uganda,Teso,Soroti City,iRUvO30ij3h,Soroti City,,,969.0
2021W43,W43 2021,2021W43,,MOH - Uganda,Teso,Soroti District,srmGjHrpVE5,Soroti District,,,1545.0
2021W43,W43 2021,2021W43,,MOH - Uganda,West Nile,Terego District,bJgx6UjvyoP,Terego District,,,7149.0
2021W43,W43 2021,2021W43,,MOH - Uganda,Bukedi,Tororo District,KhT80mlwJ3Y,Tororo District,,,1883.0
2021W43,W43 2021,2021W43,,MOH - Uganda,South Central,Wakiso District,aIahLLmtvgT,Wakiso District,,,1938.0
2021W43,W43 2021,2021W43,,MOH - Uganda,West Nile,Yumbe District,W1JM2Qdhcv3,Yumbe District,,,10860.0
2021W43,W43 2021,2021W43,,MOH - Uganda,West Nile,Zombo District,A4aGXEfdb8P,Zombo District,,,1325.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Karamoja,Abim District,NREoMszwQZW,Abim District,,,1112.0
2021W44,W44 2021,2021W44,,MOH - Uganda,West Nile,Adjumani District,QYiQ2KqgCxj,Adjumani District,,,5702.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Acholi,Agago District,ztIyIYAzFKp,Agago District,,,6357.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Lango,Alebtong District,p7EEgDEX3jT,Alebtong District,,,3205.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Lango,Amolatar District,ZuQHWOaFQVM,Amolatar District,,,1498.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Karamoja,Amudat District,a8RHFdF4DXL,Amudat District,,,280.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Teso,Amuria District,TM6ccNxawqy,Amuria District,,,1673.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Acholi,Amuru District,C0RSe3EWBqU,Amuru District,,,3080.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Lango,Apac District,JyZJhGXKeEq,Apac District,,,1508.0
2021W44,W44 2021,2021W44,,MOH - Uganda,West Nile,Arua City,iQTVPmAJPkr,Arua City,,,794.0
2021W44,W44 2021,2021W44,,MOH - Uganda,West Nile,Arua District,WcB3kLlgRTb,Arua District,,,689.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bukedi,Budaka District,kb7iUQISRlx,Budaka District,,,1480.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bugisu,Bududa District,AhwgeZQYj16,Bududa District,,,224.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Busoga,Bugiri District,gUaoj8Geuao,Bugiri District,,,1124.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Busoga,Bugweri District,AIonX4LaJeU,Bugweri District,,,1252.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Ankole,Buhweju District,sWoNWQZ9qrD,Buhweju District,,,66.0
2021W44,W44 2021,2021W44,,MOH - Uganda,North Central,Buikwe District,x75Yh65MaUa,Buikwe District,,,1923.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Teso,Bukedea District,tdZbtg9sZkO,Bukedea District,,,1069.0
2021W44,W44 2021,2021W44,,MOH - Uganda,South Central,Bukomansimbi District,Ame30QOwuX6,Bukomansimbi District,,,274.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bugisu,Bukwo District,e8m9ZYMRoeR,Bukwo District,,,79.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bugisu,Bulambuli District,auLatLbcOxf,Bulambuli District,,,525.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bunyoro,Buliisa District,CQTmrrriwOq,Buliisa District,,,1661.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Tooro,Bundibugyo District,g8M1cWRJZV6,Bundibugyo District,,,2469.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Tooro,Bunyangabu District,iTfbtn6JUsN,Bunyangabu District,,,569.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Ankole,Bushenyi District,It5UGwdHAPF,Bushenyi District,,,526.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bukedi,Busia District,lkuO79O6mRx,Busia District,,,1802.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bukedi,Butaleja District,MtpE3CH6vq3,Butaleja District,,,1859.0
2021W44,W44 2021,2021W44,,MOH - Uganda,South Central,Butambala District,a3LMKP8z8Xj,Butambala District,,,715.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bukedi,Butebo District,FDPqRvcW3NN,Butebo District,,,1095.0
2021W44,W44 2021,2021W44,,MOH - Uganda,North Central,Buvuma District,aZLZPPjqft0,Buvuma District,,,285.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Busoga,Buyende District,F3ccON3OCsL,Buyende District,,,873.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Lango,Dokolo District,wMQ25dybdgH,Dokolo District,,,4165.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Tooro,Fort Portal City,R1x33oSVR1M,Fort Portal City,,,187.0
2021W44,W44 2021,2021W44,,MOH - Uganda,South Central,Gomba District,lQj3yMM1lI7,Gomba District,,,533.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Acholi,Gulu City,szlrGpmFlu9,Gulu City,,,1090.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Acholi,Gulu District,Gwk4wkLz7EW,Gulu District,,,2273.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bunyoro,Hoima City,ZqJ9w7mzitv,Hoima City,,,182.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bunyoro,Hoima District,PJFtfCyp6Rb,Hoima District,,,403.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Ankole,Ibanda District,r8WLxW9JwsS,Ibanda District,,,1389.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Busoga,Iganga District,oNxpMjveyZt,Iganga District,,,2521.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Ankole,Isingiro District,UaR7OHycj8c,Isingiro District,,,2990.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Busoga,Jinja City,wRApaxY2zJf,Jinja City,,,467.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Busoga,Jinja District,aJR2ZxSH7g4,Jinja District,,,1223.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Karamoja,Kaabong District,eOJUW6OGpc7,Kaabong District,,,835.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Kigezi,Kabale District,zBIpPzKYFLp,Kabale District,,,90.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Tooro,Kabarole District,m77oR1YJESj,Kabarole District,,,428.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Teso,Kaberamaido District,QoRZB7xc3j9,Kaberamaido District,,,1722.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bunyoro,Kagadi District,orgY0d5MJa9,Kagadi District,,,1190.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bunyoro,Kakumiro District,Lnewt3iIJaK,Kakumiro District,,,1041.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Teso,Kalaki District,KOnkIf4N6jA,Kalaki District,,,1575.0
2021W44,W44 2021,2021W44,,MOH - Uganda,South Central,Kalangala District,JrHILmtK0OU,Kalangala District,,,226.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Busoga,Kaliro District,kJCEJnXLgnh,Kaliro District,,,1568.0
2021W44,W44 2021,2021W44,,MOH - Uganda,South Central,Kalungu District,ahyi8Uq4vaj,Kalungu District,,,383.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Kampala,Kampala District,aXmBzv61LbM,Kampala District,,,1263.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Busoga,Kamuli District,oyygQ2STBST,Kamuli District,,,4119.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Tooro,Kamwenge District,uCVQXAdKqL9,Kamwenge District,,,2610.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Kigezi,Kanungu District,aphcy5JTnd6,Kanungu District,,,1557.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bugisu,Kapchorwa District,aginheWSLef,Kapchorwa District,,,118.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Teso,Kapelebyong District,mvN9LBbpf7X,Kapelebyong District,,,496.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Karamoja,Karenga District,Hmh5JQLls1d,Karenga District,,,528.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Tooro,Kasese District,aa8xVDzSpte,Kasese District,,,3915.0
2021W44,W44 2021,2021W44,,MOH - Uganda,North Central,Kassanda District,Pvl4FVXO0RD,Kassanda District,,,737.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Teso,Katakwi District,cSrCFjPKqcG,Katakwi District,,,1005.0
2021W44,W44 2021,2021W44,,MOH - Uganda,North Central,Kayunga District,ykxQEnZGXkj,Kayunga District,,,931.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Ankole,Kazo District,AS2Seq1grGE,Kazo District,,,911.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bunyoro,Kibaale District,tM3DsJxMaMX,Kibaale District,,,206.0
2021W44,W44 2021,2021W44,,MOH - Uganda,North Central,Kiboga District,GLHh0BXys9w,Kiboga District,,,774.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bukedi,Kibuku District,Oyxwe3iDqpR,Kibuku District,,,3731.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bunyoro,Kikuube District,L5WBetpBpY3,Kikuube District,,,3107.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Ankole,Kiruhura District,qf9xWZu7Dq8,Kiruhura District,,,470.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bunyoro,Kiryandongo District,B0G9cqixld8,Kiryandongo District,,,1232.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Kigezi,Kisoro District,aPhSZRinfbg,Kisoro District,,,142.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Tooro,Kitagwenda District,qKmESX5Owwr,Kitagwenda District,,,822.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Acholi,Kitgum District,pnTVIF5v27r,Kitgum District,,,2797.0
2021W44,W44 2021,2021W44,,MOH - Uganda,West Nile,Koboko District,iqsaGItA68C,Koboko District,,,1883.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Lango,Kole District,Y4LV8xqkv6J,Kole District,,,2963.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Karamoja,Kotido District,aPZzL4CyBTg,Kotido District,,,2010.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Teso,Kumi District,saT18HClZoz,Kumi District,,,1745.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Lango,Kwania District,gCN6sU5BjlR,Kwania District,,,1996.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bugisu,Kween District,h1O9AvNR4jS,Kween District,,,160.0
2021W44,W44 2021,2021W44,,MOH - Uganda,North Central,Kyankwanzi District,IVuiLJYABw6,Kyankwanzi District,,,439.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Tooro,Kyegegwa District,a9tQqo1rSj7,Kyegegwa District,,,1188.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Tooro,Kyenjojo District,O9MoQcpZ4uA,Kyenjojo District,,,2496.0
2021W44,W44 2021,2021W44,,MOH - Uganda,South Central,Kyotera District,REJuxCmTwXG,Kyotera District,,,1980.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Acholi,Lamwo District,xy0M4HhjXtD,Lamwo District,,,3773.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Lango,Lira City,ullSvMrkHdi,Lira City,,,1342.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Lango,Lira District,Lj8t70RYnEt,Lira District,,,2136.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Busoga,Luuka District,hn1AlYtF1Pu,Luuka District,,,1311.0
2021W44,W44 2021,2021W44,,MOH - Uganda,North Central,Luwero District,tr9XWtYsL5P,Luwero District,,,1624.0
2021W44,W44 2021,2021W44,,MOH - Uganda,South Central,Lwengo District,aqpd0Y9eXZ2,Lwengo District,,,898.0
2021W44,W44 2021,2021W44,,MOH - Uganda,South Central,Lyantonde District,aPRNSGUR3vk,Lyantonde District,,,254.0
2021W44,W44 2021,2021W44,,MOH - Uganda,West Nile,Madi-Okollo District,bLoH4VbxCGI,Madi-Okollo District,,,2819.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bugisu,Manafwa District,JIZDvNlIhXS,Manafwa District,,,679.0
2021W44,W44 2021,2021W44,,MOH - Uganda,West Nile,Maracha District,WyR8Eetj7Uw,Maracha District,,,3037.0
2021W44,W44 2021,2021W44,,MOH - Uganda,South Central,Masaka City,KJkbK1YhjFb,Masaka City,,,199.0
2021W44,W44 2021,2021W44,,MOH - Uganda,South Central,Masaka District,bIONCoCnt3Q,Masaka District,,,41.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bunyoro,Masindi District,xr8EMirOASp,Masindi District,,,589.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Busoga,Mayuge District,mv4gKtY0qW8,Mayuge District,,,1720.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bugisu,Mbale City,ALFFOStwtqW,Mbale City,,,1182.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bugisu,Mbale District,yuo5ielNL7W,Mbale District,,,1121.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Ankole,Mbarara City,W7kX446X8Jn,Mbarara City,,,102.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Ankole,Mbarara District,auswb7JO9wY,Mbarara District,,,147.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Ankole,Mitooma District,FLygHiUd2UW,Mitooma District,,,778.0
2021W44,W44 2021,2021W44,,MOH - Uganda,North Central,Mityana District,Q7PaNIbyZII,Mityana District,,,942.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Karamoja,Moroto District,A9kRCvmn6Co,Moroto District,,,905.0
2021W44,W44 2021,2021W44,,MOH - Uganda,West Nile,Moyo District,W0kQBddyGyh,Moyo District,,,1574.0
2021W44,W44 2021,2021W44,,MOH - Uganda,South Central,Mpigi District,YMMexeHFUay,Mpigi District,,,305.0
2021W44,W44 2021,2021W44,,MOH - Uganda,North Central,Mubende District,lzWuB6bCQeV,Mubende District,,,777.0
2021W44,W44 2021,2021W44,,MOH - Uganda,North Central,Mukono District,a0DfYpC2Rwl,Mukono District,,,1206.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Karamoja,Nabilatuk District,mOXva2xiwQv,Nabilatuk District,,,448.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Karamoja,Nakapiripirit District,VuHCApXcMTm,Nakapiripirit District,,,611.0
2021W44,W44 2021,2021W44,,MOH - Uganda,North Central,Nakaseke District,aSbgVKaeCP0,Nakaseke District,,,423.0
2021W44,W44 2021,2021W44,,MOH - Uganda,North Central,Nakasongola District,aUcYGQCK9ub,Nakasongola District,,,1466.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Busoga,Namayingo District,Ut0ysYGEipO,Namayingo District,,,1570.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bugisu,Namisindwa District,TGzZPOmbgn8,Namisindwa District,,,369.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Busoga,Namutumba District,esIUe2tQAtL,Namutumba District,,,1424.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Karamoja,Napak District,EDhGji3EteB,Napak District,,,1630.0
2021W44,W44 2021,2021W44,,MOH - Uganda,West Nile,Nebbi District,Xjc0LDFa5gW,Nebbi District,,,1854.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Teso,Ngora District,aj4hsYK3dVm,Ngora District,,,1569.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Tooro,Ntoroko District,z8D9ER36EKN,Ntoroko District,,,192.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Ankole,Ntungamo District,hAoe9dhZh9V,Ntungamo District,,,1466.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Acholi,Nwoya District,zNgVoDVPYgD,Nwoya District,,,1806.0
2021W44,W44 2021,2021W44,,MOH - Uganda,West Nile,Obongi District,uTMUclQ5bi6,Obongi District,,,803.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Acholi,Omoro District,S5fvUXgY54J,Omoro District,,,1704.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Lango,Otuke District,aXjub1BYn1y,Otuke District,,,1358.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Lango,Oyam District,xpIFdCMhVHG,Oyam District,,,4547.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Acholi,Pader District,aBrjuZk0W31,Pader District,,,3536.0
2021W44,W44 2021,2021W44,,MOH - Uganda,West Nile,Pakwach District,uqUyTPvQKII,Pakwach District,,,3533.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bukedi,Pallisa District,WiVj4bEhX4P,Pallisa District,,,1901.0
2021W44,W44 2021,2021W44,,MOH - Uganda,South Central,Rakai District,P8iz90eiIrW,Rakai District,,,2120.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Kigezi,Rubanda District,wZrfAgC3WrU,Rubanda District,,,32.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Ankole,Rubirizi District,fS71jg1WYPk,Rubirizi District,,,27.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Kigezi,Rukiga District,fsP0Wxie1UW,Rukiga District,,,200.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Kigezi,Rukungiri District,tugqr4dY6wq,Rukungiri District,,,641.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Ankole,Rwampara District,tsugXWRXwGu,Rwampara District,,,50.0
2021W44,W44 2021,2021W44,,MOH - Uganda,South Central,Sembabule District,j7AQsnEYmvi,Sembabule District,,,812.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Teso,Serere District,zJfpujxC1kD,Serere District,,,2010.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Ankole,Sheema District,xAJgEKKAeRA,Sheema District,,,41.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bugisu,Sironko District,wJ2a6YKDFZW,Sironko District,,,772.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Teso,Soroti City,iRUvO30ij3h,Soroti City,,,494.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Teso,Soroti District,srmGjHrpVE5,Soroti District,,,1402.0
2021W44,W44 2021,2021W44,,MOH - Uganda,West Nile,Terego District,bJgx6UjvyoP,Terego District,,,5478.0
2021W44,W44 2021,2021W44,,MOH - Uganda,Bukedi,Tororo District,KhT80mlwJ3Y,Tororo District,,,2085.0
2021W44,W44 2021,2021W44,,MOH - Uganda,South Central,Wakiso District,aIahLLmtvgT,Wakiso District,,,1345.0
2021W44,W44 2021,2021W44,,MOH - Uganda,West Nile,Yumbe District,W1JM2Qdhcv3,Yumbe District,,,10638.0
2021W44,W44 2021,2021W44,,MOH - Uganda,West Nile,Zombo District,A4aGXEfdb8P,Zombo District,,,986.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Karamoja,Abim District,NREoMszwQZW,Abim District,,,1288.0
2021W45,W45 2021,2021W45,,MOH - Uganda,West Nile,Adjumani District,QYiQ2KqgCxj,Adjumani District,,,5837.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Acholi,Agago District,ztIyIYAzFKp,Agago District,,,5215.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Lango,Alebtong District,p7EEgDEX3jT,Alebtong District,,,1973.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Lango,Amolatar District,ZuQHWOaFQVM,Amolatar District,,,836.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Karamoja,Amudat District,a8RHFdF4DXL,Amudat District,,,195.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Teso,Amuria District,TM6ccNxawqy,Amuria District,,,862.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Acholi,Amuru District,C0RSe3EWBqU,Amuru District,,,3532.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Lango,Apac District,JyZJhGXKeEq,Apac District,,,971.0
2021W45,W45 2021,2021W45,,MOH - Uganda,West Nile,Arua City,iQTVPmAJPkr,Arua City,,,1080.0
2021W45,W45 2021,2021W45,,MOH - Uganda,West Nile,Arua District,WcB3kLlgRTb,Arua District,,,643.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Bukedi,Budaka District,kb7iUQISRlx,Budaka District,,,1222.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Bugisu,Bududa District,AhwgeZQYj16,Bududa District,,,242.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Busoga,Bugiri District,gUaoj8Geuao,Bugiri District,,,1268.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Busoga,Bugweri District,AIonX4LaJeU,Bugweri District,,,1102.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Ankole,Buhweju District,sWoNWQZ9qrD,Buhweju District,,,75.0
2021W45,W45 2021,2021W45,,MOH - Uganda,North Central,Buikwe District,x75Yh65MaUa,Buikwe District,,,1571.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Teso,Bukedea District,tdZbtg9sZkO,Bukedea District,,,435.0
2021W45,W45 2021,2021W45,,MOH - Uganda,South Central,Bukomansimbi District,Ame30QOwuX6,Bukomansimbi District,,,436.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Bugisu,Bukwo District,e8m9ZYMRoeR,Bukwo District,,,102.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Bugisu,Bulambuli District,auLatLbcOxf,Bulambuli District,,,567.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Bunyoro,Buliisa District,CQTmrrriwOq,Buliisa District,,,1835.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Tooro,Bundibugyo District,g8M1cWRJZV6,Bundibugyo District,,,2523.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Tooro,Bunyangabu District,iTfbtn6JUsN,Bunyangabu District,,,542.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Ankole,Bushenyi District,It5UGwdHAPF,Bushenyi District,,,621.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Bukedi,Busia District,lkuO79O6mRx,Busia District,,,1968.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Bukedi,Butaleja District,MtpE3CH6vq3,Butaleja District,,,3422.0
2021W45,W45 2021,2021W45,,MOH - Uganda,South Central,Butambala District,a3LMKP8z8Xj,Butambala District,,,709.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Bukedi,Butebo District,FDPqRvcW3NN,Butebo District,,,1013.0
2021W45,W45 2021,2021W45,,MOH - Uganda,North Central,Buvuma District,aZLZPPjqft0,Buvuma District,,,377.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Busoga,Buyende District,F3ccON3OCsL,Buyende District,,,766.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Lango,Dokolo District,wMQ25dybdgH,Dokolo District,,,3112.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Tooro,Fort Portal City,R1x33oSVR1M,Fort Portal City,,,183.0
2021W45,W45 2021,2021W45,,MOH - Uganda,South Central,Gomba District,lQj3yMM1lI7,Gomba District,,,460.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Acholi,Gulu City,szlrGpmFlu9,Gulu City,,,953.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Acholi,Gulu District,Gwk4wkLz7EW,Gulu District,,,1717.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Bunyoro,Hoima City,ZqJ9w7mzitv,Hoima City,,,260.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Bunyoro,Hoima District,PJFtfCyp6Rb,Hoima District,,,600.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Ankole,Ibanda District,r8WLxW9JwsS,Ibanda District,,,1201.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Busoga,Iganga District,oNxpMjveyZt,Iganga District,,,2158.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Ankole,Isingiro District,UaR7OHycj8c,Isingiro District,,,3384.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Busoga,Jinja City,wRApaxY2zJf,Jinja City,,,342.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Busoga,Jinja District,aJR2ZxSH7g4,Jinja District,,,1020.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Karamoja,Kaabong District,eOJUW6OGpc7,Kaabong District,,,722.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Kigezi,Kabale District,zBIpPzKYFLp,Kabale District,,,76.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Tooro,Kabarole District,m77oR1YJESj,Kabarole District,,,565.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Teso,Kaberamaido District,QoRZB7xc3j9,Kaberamaido District,,,1314.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Bunyoro,Kagadi District,orgY0d5MJa9,Kagadi District,,,1045.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Bunyoro,Kakumiro District,Lnewt3iIJaK,Kakumiro District,,,1184.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Teso,Kalaki District,KOnkIf4N6jA,Kalaki District,,,830.0
2021W45,W45 2021,2021W45,,MOH - Uganda,South Central,Kalangala District,JrHILmtK0OU,Kalangala District,,,221.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Busoga,Kaliro District,kJCEJnXLgnh,Kaliro District,,,1606.0
2021W45,W45 2021,2021W45,,MOH - Uganda,South Central,Kalungu District,ahyi8Uq4vaj,Kalungu District,,,406.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Kampala,Kampala District,aXmBzv61LbM,Kampala District,,,1591.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Busoga,Kamuli District,oyygQ2STBST,Kamuli District,,,3956.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Tooro,Kamwenge District,uCVQXAdKqL9,Kamwenge District,,,3369.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Kigezi,Kanungu District,aphcy5JTnd6,Kanungu District,,,1395.0
2021W45,W45 2021,2021W45,,MOH - Uganda,Bugisu,Kapchorwa District,aginheWSLef,Kapchorwa District,,,174.0
