periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,033B-CD01a. Malaria (diagnosed)  - Cases
2022W21,W21 2022,2022W21,,MOH - Uganda,Bukedi,Tororo District,KhT80mlwJ3Y,Tororo District,,,1136.0
2022W21,W21 2022,2022W21,,MOH - Uganda,South Central,Wakiso District,aIahLLmtvgT,Wakiso District,,,2441.0
2022W21,W21 2022,2022W21,,MOH - Uganda,West Nile,Yumbe District,W1JM2Qdhcv3,Yumbe District,,,10435.0
2022W21,W21 2022,2022W21,,MOH - Uganda,West Nile,Zombo District,A4aGXEfdb8P,Zombo District,,,1049.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Karamoja,Abim District,NREoMszwQZW,Abim District,,,1332.0
2022W22,W22 2022,2022W22,,MOH - Uganda,West Nile,Adjumani District,QYiQ2KqgCxj,Adjumani District,,,2211.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Acholi,Agago District,ztIyIYAzFKp,Agago District,,,4966.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Lango,Alebtong District,p7EEgDEX3jT,Alebtong District,,,3031.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Lango,Amolatar District,ZuQHWOaFQVM,Amolatar District,,,990.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Karamoja,Amudat District,a8RHFdF4DXL,Amudat District,,,703.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Teso,Amuria District,TM6ccNxawqy,Amuria District,,,698.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Acholi,Amuru District,C0RSe3EWBqU,Amuru District,,,2969.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Lango,Apac District,JyZJhGXKeEq,Apac District,,,1625.0
2022W22,W22 2022,2022W22,,MOH - Uganda,West Nile,Arua City,iQTVPmAJPkr,Arua City,,,228.0
2022W22,W22 2022,2022W22,,MOH - Uganda,West Nile,Arua District,WcB3kLlgRTb,Arua District,,,581.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bukedi,Budaka District,kb7iUQISRlx,Budaka District,,,2238.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bugisu,Bududa District,AhwgeZQYj16,Bududa District,,,774.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Busoga,Bugiri District,gUaoj8Geuao,Bugiri District,,,1889.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Busoga,Bugweri District,AIonX4LaJeU,Bugweri District,,,2141.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Ankole,Buhweju District,sWoNWQZ9qrD,Buhweju District,,,75.0
2022W22,W22 2022,2022W22,,MOH - Uganda,North Central,Buikwe District,x75Yh65MaUa,Buikwe District,,,1240.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Teso,Bukedea District,tdZbtg9sZkO,Bukedea District,,,544.0
2022W22,W22 2022,2022W22,,MOH - Uganda,South Central,Bukomansimbi District,Ame30QOwuX6,Bukomansimbi District,,,747.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bugisu,Bukwo District,e8m9ZYMRoeR,Bukwo District,,,96.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bugisu,Bulambuli District,auLatLbcOxf,Bulambuli District,,,187.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bunyoro,Buliisa District,CQTmrrriwOq,Buliisa District,,,1989.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Tooro,Bundibugyo District,g8M1cWRJZV6,Bundibugyo District,,,3409.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Tooro,Bunyangabu District,iTfbtn6JUsN,Bunyangabu District,,,588.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Ankole,Bushenyi District,It5UGwdHAPF,Bushenyi District,,,167.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bukedi,Busia District,lkuO79O6mRx,Busia District,,,1324.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bukedi,Butaleja District,MtpE3CH6vq3,Butaleja District,,,2333.0
2022W22,W22 2022,2022W22,,MOH - Uganda,South Central,Butambala District,a3LMKP8z8Xj,Butambala District,,,566.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bukedi,Butebo District,FDPqRvcW3NN,Butebo District,,,2268.0
2022W22,W22 2022,2022W22,,MOH - Uganda,North Central,Buvuma District,aZLZPPjqft0,Buvuma District,,,813.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Busoga,Buyende District,F3ccON3OCsL,Buyende District,,,1320.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Lango,Dokolo District,wMQ25dybdgH,Dokolo District,,,3883.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Tooro,Fort Portal City,R1x33oSVR1M,Fort Portal City,,,452.0
2022W22,W22 2022,2022W22,,MOH - Uganda,South Central,Gomba District,lQj3yMM1lI7,Gomba District,,,422.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Acholi,Gulu City,szlrGpmFlu9,Gulu City,,,2771.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Acholi,Gulu District,Gwk4wkLz7EW,Gulu District,,,2551.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bunyoro,Hoima City,ZqJ9w7mzitv,Hoima City,,,158.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bunyoro,Hoima District,PJFtfCyp6Rb,Hoima District,,,485.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Ankole,Ibanda District,r8WLxW9JwsS,Ibanda District,,,719.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Busoga,Iganga District,oNxpMjveyZt,Iganga District,,,1350.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Ankole,Isingiro District,UaR7OHycj8c,Isingiro District,,,1966.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Busoga,Jinja City,wRApaxY2zJf,Jinja City,,,135.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Busoga,Jinja District,aJR2ZxSH7g4,Jinja District,,,337.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Karamoja,Kaabong District,eOJUW6OGpc7,Kaabong District,,,605.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Kigezi,Kabale District,zBIpPzKYFLp,Kabale District,,,123.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Tooro,Kabarole District,m77oR1YJESj,Kabarole District,,,824.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Teso,Kaberamaido District,QoRZB7xc3j9,Kaberamaido District,,,735.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bunyoro,Kagadi District,orgY0d5MJa9,Kagadi District,,,224.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bunyoro,Kakumiro District,Lnewt3iIJaK,Kakumiro District,,,1981.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Teso,Kalaki District,KOnkIf4N6jA,Kalaki District,,,774.0
2022W22,W22 2022,2022W22,,MOH - Uganda,South Central,Kalangala District,JrHILmtK0OU,Kalangala District,,,110.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Busoga,Kaliro District,kJCEJnXLgnh,Kaliro District,,,1987.0
2022W22,W22 2022,2022W22,,MOH - Uganda,South Central,Kalungu District,ahyi8Uq4vaj,Kalungu District,,,735.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Kampala,Kampala District,aXmBzv61LbM,Kampala District,,,4059.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Busoga,Kamuli District,oyygQ2STBST,Kamuli District,,,2021.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Tooro,Kamwenge District,uCVQXAdKqL9,Kamwenge District,,,1875.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Kigezi,Kanungu District,aphcy5JTnd6,Kanungu District,,,940.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bugisu,Kapchorwa District,aginheWSLef,Kapchorwa District,,,74.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Teso,Kapelebyong District,mvN9LBbpf7X,Kapelebyong District,,,106.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Karamoja,Karenga District,Hmh5JQLls1d,Karenga District,,,655.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Tooro,Kasese District,aa8xVDzSpte,Kasese District,,,4610.0
2022W22,W22 2022,2022W22,,MOH - Uganda,North Central,Kassanda District,Pvl4FVXO0RD,Kassanda District,,,754.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Teso,Katakwi District,cSrCFjPKqcG,Katakwi District,,,344.0
2022W22,W22 2022,2022W22,,MOH - Uganda,North Central,Kayunga District,ykxQEnZGXkj,Kayunga District,,,1602.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Ankole,Kazo District,AS2Seq1grGE,Kazo District,,,834.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bunyoro,Kibaale District,tM3DsJxMaMX,Kibaale District,,,671.0
2022W22,W22 2022,2022W22,,MOH - Uganda,North Central,Kiboga District,GLHh0BXys9w,Kiboga District,,,1217.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bukedi,Kibuku District,Oyxwe3iDqpR,Kibuku District,,,4142.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bunyoro,Kikuube District,L5WBetpBpY3,Kikuube District,,,2625.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Ankole,Kiruhura District,qf9xWZu7Dq8,Kiruhura District,,,1012.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bunyoro,Kiryandongo District,B0G9cqixld8,Kiryandongo District,,,1810.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Kigezi,Kisoro District,aPhSZRinfbg,Kisoro District,,,261.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Tooro,Kitagwenda District,qKmESX5Owwr,Kitagwenda District,,,669.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Acholi,Kitgum District,pnTVIF5v27r,Kitgum District,,,4023.0
2022W22,W22 2022,2022W22,,MOH - Uganda,West Nile,Koboko District,iqsaGItA68C,Koboko District,,,2141.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Lango,Kole District,Y4LV8xqkv6J,Kole District,,,1209.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Karamoja,Kotido District,aPZzL4CyBTg,Kotido District,,,731.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Teso,Kumi District,saT18HClZoz,Kumi District,,,2291.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Lango,Kwania District,gCN6sU5BjlR,Kwania District,,,798.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bugisu,Kween District,h1O9AvNR4jS,Kween District,,,116.0
2022W22,W22 2022,2022W22,,MOH - Uganda,North Central,Kyankwanzi District,IVuiLJYABw6,Kyankwanzi District,,,646.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Tooro,Kyegegwa District,a9tQqo1rSj7,Kyegegwa District,,,1699.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Tooro,Kyenjojo District,O9MoQcpZ4uA,Kyenjojo District,,,2034.0
2022W22,W22 2022,2022W22,,MOH - Uganda,South Central,Kyotera District,REJuxCmTwXG,Kyotera District,,,2696.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Acholi,Lamwo District,xy0M4HhjXtD,Lamwo District,,,6060.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Lango,Lira City,ullSvMrkHdi,Lira City,,,759.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Lango,Lira District,Lj8t70RYnEt,Lira District,,,980.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Busoga,Luuka District,hn1AlYtF1Pu,Luuka District,,,2549.0
2022W22,W22 2022,2022W22,,MOH - Uganda,North Central,Luwero District,tr9XWtYsL5P,Luwero District,,,3983.0
2022W22,W22 2022,2022W22,,MOH - Uganda,South Central,Lwengo District,aqpd0Y9eXZ2,Lwengo District,,,1349.0
2022W22,W22 2022,2022W22,,MOH - Uganda,South Central,Lyantonde District,aPRNSGUR3vk,Lyantonde District,,,560.0
2022W22,W22 2022,2022W22,,MOH - Uganda,West Nile,Madi-Okollo District,bLoH4VbxCGI,Madi-Okollo District,,,2813.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bugisu,Manafwa District,JIZDvNlIhXS,Manafwa District,,,961.0
2022W22,W22 2022,2022W22,,MOH - Uganda,West Nile,Maracha District,WyR8Eetj7Uw,Maracha District,,,2186.0
2022W22,W22 2022,2022W22,,MOH - Uganda,South Central,Masaka City,KJkbK1YhjFb,Masaka City,,,152.0
2022W22,W22 2022,2022W22,,MOH - Uganda,South Central,Masaka District,bIONCoCnt3Q,Masaka District,,,414.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bunyoro,Masindi District,xr8EMirOASp,Masindi District,,,1513.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Busoga,Mayuge District,mv4gKtY0qW8,Mayuge District,,,2707.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bugisu,Mbale City,ALFFOStwtqW,Mbale City,,,1295.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bugisu,Mbale District,yuo5ielNL7W,Mbale District,,,1437.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Ankole,Mbarara City,W7kX446X8Jn,Mbarara City,,,106.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Ankole,Mbarara District,auswb7JO9wY,Mbarara District,,,63.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Ankole,Mitooma District,FLygHiUd2UW,Mitooma District,,,73.0
2022W22,W22 2022,2022W22,,MOH - Uganda,North Central,Mityana District,Q7PaNIbyZII,Mityana District,,,1574.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Karamoja,Moroto District,A9kRCvmn6Co,Moroto District,,,1206.0
2022W22,W22 2022,2022W22,,MOH - Uganda,West Nile,Moyo District,W0kQBddyGyh,Moyo District,,,591.0
2022W22,W22 2022,2022W22,,MOH - Uganda,South Central,Mpigi District,YMMexeHFUay,Mpigi District,,,960.0
2022W22,W22 2022,2022W22,,MOH - Uganda,North Central,Mubende District,lzWuB6bCQeV,Mubende District,,,814.0
2022W22,W22 2022,2022W22,,MOH - Uganda,North Central,Mukono District,a0DfYpC2Rwl,Mukono District,,,1867.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Karamoja,Nabilatuk District,mOXva2xiwQv,Nabilatuk District,,,1206.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Karamoja,Nakapiripirit District,VuHCApXcMTm,Nakapiripirit District,,,486.0
2022W22,W22 2022,2022W22,,MOH - Uganda,North Central,Nakaseke District,aSbgVKaeCP0,Nakaseke District,,,914.0
2022W22,W22 2022,2022W22,,MOH - Uganda,North Central,Nakasongola District,aUcYGQCK9ub,Nakasongola District,,,550.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Busoga,Namayingo District,Ut0ysYGEipO,Namayingo District,,,1219.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bugisu,Namisindwa District,TGzZPOmbgn8,Namisindwa District,,,562.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Busoga,Namutumba District,esIUe2tQAtL,Namutumba District,,,676.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Karamoja,Napak District,EDhGji3EteB,Napak District,,,924.0
2022W22,W22 2022,2022W22,,MOH - Uganda,West Nile,Nebbi District,Xjc0LDFa5gW,Nebbi District,,,406.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Teso,Ngora District,aj4hsYK3dVm,Ngora District,,,944.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Tooro,Ntoroko District,z8D9ER36EKN,Ntoroko District,,,319.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Ankole,Ntungamo District,hAoe9dhZh9V,Ntungamo District,,,955.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Acholi,Nwoya District,zNgVoDVPYgD,Nwoya District,,,1737.0
2022W22,W22 2022,2022W22,,MOH - Uganda,West Nile,Obongi District,uTMUclQ5bi6,Obongi District,,,961.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Acholi,Omoro District,S5fvUXgY54J,Omoro District,,,4188.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Lango,Otuke District,aXjub1BYn1y,Otuke District,,,1193.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Lango,Oyam District,xpIFdCMhVHG,Oyam District,,,5520.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Acholi,Pader District,aBrjuZk0W31,Pader District,,,4271.0
2022W22,W22 2022,2022W22,,MOH - Uganda,West Nile,Pakwach District,uqUyTPvQKII,Pakwach District,,,755.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bukedi,Pallisa District,WiVj4bEhX4P,Pallisa District,,,1803.0
2022W22,W22 2022,2022W22,,MOH - Uganda,South Central,Rakai District,P8iz90eiIrW,Rakai District,,,2740.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Kigezi,Rubanda District,wZrfAgC3WrU,Rubanda District,,,55.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Ankole,Rubirizi District,fS71jg1WYPk,Rubirizi District,,,638.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Kigezi,Rukiga District,fsP0Wxie1UW,Rukiga District,,,183.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Kigezi,Rukungiri District,tugqr4dY6wq,Rukungiri District,,,343.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Ankole,Rwampara District,tsugXWRXwGu,Rwampara District,,,73.0
2022W22,W22 2022,2022W22,,MOH - Uganda,South Central,Sembabule District,j7AQsnEYmvi,Sembabule District,,,1527.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Teso,Serere District,zJfpujxC1kD,Serere District,,,749.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Ankole,Sheema District,xAJgEKKAeRA,Sheema District,,,38.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bugisu,Sironko District,wJ2a6YKDFZW,Sironko District,,,542.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Teso,Soroti City,iRUvO30ij3h,Soroti City,,,344.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Teso,Soroti District,srmGjHrpVE5,Soroti District,,,1323.0
2022W22,W22 2022,2022W22,,MOH - Uganda,West Nile,Terego District,bJgx6UjvyoP,Terego District,,,5836.0
2022W22,W22 2022,2022W22,,MOH - Uganda,Bukedi,Tororo District,KhT80mlwJ3Y,Tororo District,,,916.0
2022W22,W22 2022,2022W22,,MOH - Uganda,South Central,Wakiso District,aIahLLmtvgT,Wakiso District,,,3200.0
2022W22,W22 2022,2022W22,,MOH - Uganda,West Nile,Yumbe District,W1JM2Qdhcv3,Yumbe District,,,10481.0
2022W22,W22 2022,2022W22,,MOH - Uganda,West Nile,Zombo District,A4aGXEfdb8P,Zombo District,,,1791.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Karamoja,Abim District,NREoMszwQZW,Abim District,,,1987.0
2022W23,W23 2022,2022W23,,MOH - Uganda,West Nile,Adjumani District,QYiQ2KqgCxj,Adjumani District,,,3085.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Acholi,Agago District,ztIyIYAzFKp,Agago District,,,5716.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Lango,Alebtong District,p7EEgDEX3jT,Alebtong District,,,4196.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Lango,Amolatar District,ZuQHWOaFQVM,Amolatar District,,,2187.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Karamoja,Amudat District,a8RHFdF4DXL,Amudat District,,,568.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Teso,Amuria District,TM6ccNxawqy,Amuria District,,,1453.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Acholi,Amuru District,C0RSe3EWBqU,Amuru District,,,3988.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Lango,Apac District,JyZJhGXKeEq,Apac District,,,3011.0
2022W23,W23 2022,2022W23,,MOH - Uganda,West Nile,Arua City,iQTVPmAJPkr,Arua City,,,382.0
2022W23,W23 2022,2022W23,,MOH - Uganda,West Nile,Arua District,WcB3kLlgRTb,Arua District,,,524.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bukedi,Budaka District,kb7iUQISRlx,Budaka District,,,3192.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bugisu,Bududa District,AhwgeZQYj16,Bududa District,,,849.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Busoga,Bugiri District,gUaoj8Geuao,Bugiri District,,,2755.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Busoga,Bugweri District,AIonX4LaJeU,Bugweri District,,,2136.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Ankole,Buhweju District,sWoNWQZ9qrD,Buhweju District,,,71.0
2022W23,W23 2022,2022W23,,MOH - Uganda,North Central,Buikwe District,x75Yh65MaUa,Buikwe District,,,1649.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Teso,Bukedea District,tdZbtg9sZkO,Bukedea District,,,540.0
2022W23,W23 2022,2022W23,,MOH - Uganda,South Central,Bukomansimbi District,Ame30QOwuX6,Bukomansimbi District,,,715.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bugisu,Bukwo District,e8m9ZYMRoeR,Bukwo District,,,106.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bugisu,Bulambuli District,auLatLbcOxf,Bulambuli District,,,604.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bunyoro,Buliisa District,CQTmrrriwOq,Buliisa District,,,1808.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Tooro,Bundibugyo District,g8M1cWRJZV6,Bundibugyo District,,,3838.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Tooro,Bunyangabu District,iTfbtn6JUsN,Bunyangabu District,,,826.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Ankole,Bushenyi District,It5UGwdHAPF,Bushenyi District,,,542.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bukedi,Busia District,lkuO79O6mRx,Busia District,,,2062.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bukedi,Butaleja District,MtpE3CH6vq3,Butaleja District,,,3211.0
2022W23,W23 2022,2022W23,,MOH - Uganda,South Central,Butambala District,a3LMKP8z8Xj,Butambala District,,,1086.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bukedi,Butebo District,FDPqRvcW3NN,Butebo District,,,2004.0
2022W23,W23 2022,2022W23,,MOH - Uganda,North Central,Buvuma District,aZLZPPjqft0,Buvuma District,,,950.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Busoga,Buyende District,F3ccON3OCsL,Buyende District,,,1701.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Lango,Dokolo District,wMQ25dybdgH,Dokolo District,,,5753.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Tooro,Fort Portal City,R1x33oSVR1M,Fort Portal City,,,368.0
2022W23,W23 2022,2022W23,,MOH - Uganda,South Central,Gomba District,lQj3yMM1lI7,Gomba District,,,625.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Acholi,Gulu City,szlrGpmFlu9,Gulu City,,,2666.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Acholi,Gulu District,Gwk4wkLz7EW,Gulu District,,,2971.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bunyoro,Hoima City,ZqJ9w7mzitv,Hoima City,,,259.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bunyoro,Hoima District,PJFtfCyp6Rb,Hoima District,,,765.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Ankole,Ibanda District,r8WLxW9JwsS,Ibanda District,,,1086.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Busoga,Iganga District,oNxpMjveyZt,Iganga District,,,2713.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Ankole,Isingiro District,UaR7OHycj8c,Isingiro District,,,5218.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Busoga,Jinja City,wRApaxY2zJf,Jinja City,,,682.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Busoga,Jinja District,aJR2ZxSH7g4,Jinja District,,,688.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Karamoja,Kaabong District,eOJUW6OGpc7,Kaabong District,,,1891.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Kigezi,Kabale District,zBIpPzKYFLp,Kabale District,,,167.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Tooro,Kabarole District,m77oR1YJESj,Kabarole District,,,645.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Teso,Kaberamaido District,QoRZB7xc3j9,Kaberamaido District,,,1774.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bunyoro,Kagadi District,orgY0d5MJa9,Kagadi District,,,168.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bunyoro,Kakumiro District,Lnewt3iIJaK,Kakumiro District,,,2229.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Teso,Kalaki District,KOnkIf4N6jA,Kalaki District,,,1534.0
2022W23,W23 2022,2022W23,,MOH - Uganda,South Central,Kalangala District,JrHILmtK0OU,Kalangala District,,,212.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Busoga,Kaliro District,kJCEJnXLgnh,Kaliro District,,,2966.0
2022W23,W23 2022,2022W23,,MOH - Uganda,South Central,Kalungu District,ahyi8Uq4vaj,Kalungu District,,,918.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Kampala,Kampala District,aXmBzv61LbM,Kampala District,,,5080.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Busoga,Kamuli District,oyygQ2STBST,Kamuli District,,,6905.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Tooro,Kamwenge District,uCVQXAdKqL9,Kamwenge District,,,2503.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Kigezi,Kanungu District,aphcy5JTnd6,Kanungu District,,,982.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bugisu,Kapchorwa District,aginheWSLef,Kapchorwa District,,,119.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Teso,Kapelebyong District,mvN9LBbpf7X,Kapelebyong District,,,349.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Karamoja,Karenga District,Hmh5JQLls1d,Karenga District,,,994.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Tooro,Kasese District,aa8xVDzSpte,Kasese District,,,4607.0
2022W23,W23 2022,2022W23,,MOH - Uganda,North Central,Kassanda District,Pvl4FVXO0RD,Kassanda District,,,591.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Teso,Katakwi District,cSrCFjPKqcG,Katakwi District,,,2230.0
2022W23,W23 2022,2022W23,,MOH - Uganda,North Central,Kayunga District,ykxQEnZGXkj,Kayunga District,,,2156.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Ankole,Kazo District,AS2Seq1grGE,Kazo District,,,1117.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bunyoro,Kibaale District,tM3DsJxMaMX,Kibaale District,,,995.0
2022W23,W23 2022,2022W23,,MOH - Uganda,North Central,Kiboga District,GLHh0BXys9w,Kiboga District,,,1403.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bukedi,Kibuku District,Oyxwe3iDqpR,Kibuku District,,,6799.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bunyoro,Kikuube District,L5WBetpBpY3,Kikuube District,,,3710.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Ankole,Kiruhura District,qf9xWZu7Dq8,Kiruhura District,,,1325.0
2022W23,W23 2022,2022W23,,MOH - Uganda,Bunyoro,Kiryandongo District,B0G9cqixld8,Kiryandongo District,,,2555.0
