"district","year","week","total_cases"
"Kibuku District",2022,26,5873
"Kibuku District",2022,27,5630
"Kibuku District",2022,28,4536
"Kibuku District",2022,29,4446
"Kibuku District",2022,3,3014
"Kibuku District",2022,30,5272
"Kibuku District",2022,31,4317
"Kibuku District",2022,32,5888
"Kibuku District",2022,33,3951
"Kibuku District",2022,34,3776
"Kibuku District",2022,35,4049
"Kibuku District",2022,36,4652
"Kibuku District",2022,37,4209
"Kibuku District",2022,38,4712
"Kibuku District",2022,39,5307
"Kibuku District",2022,4,4121
"Kibuku District",2022,40,5170
"Kibuku District",2022,41,5401
"Kibuku District",2022,42,5417
"Kibuku District",2022,43,5546
"Kibuku District",2022,44,5304
"Kibuku District",2022,45,4262
"Kibuku District",2022,46,4665
"Kibuku District",2022,47,4335
"Kibuku District",2022,48,6846
"Kibuku District",2022,49,5389
"Kibuku District",2022,5,2542
"Kibuku District",2022,51,4229
"Kibuku District",2022,52,4042
"Kibuku District",2022,6,3751
"Kibuku District",2022,7,3665
"Kibuku District",2022,8,3096
"Kibuku District",2022,9,6425
"Sheema District",2022,1,113
"Sheema District",2022,10,83
"Sheema District",2022,11,75
"Sheema District",2022,12,47
"Sheema District",2022,13,52
"Sheema District",2022,16,77
"Sheema District",2022,17,69
"Sheema District",2022,18,57
"Sheema District",2022,19,112
"Sheema District",2022,22,38
"Sheema District",2022,25,68
"Sheema District",2022,26,57
"Sheema District",2022,29,80
"Sheema District",2022,3,143
"Sheema District",2022,33,58
"Sheema District",2022,35,66
"Sheema District",2022,37,51
"Sheema District",2022,38,60
"Sheema District",2022,39,80
"Sheema District",2022,4,141
"Sheema District",2022,40,63
"Sheema District",2022,42,80
"Sheema District",2022,43,101
"Sheema District",2022,44,83
"Sheema District",2022,45,109
"Sheema District",2022,48,107
"Sheema District",2022,49,125
"Sheema District",2022,5,159
"Sheema District",2022,8,127
"Sheema District",2022,9,124
"Namisindwa District",2022,15,588
"Namisindwa District",2022,16,832
"Kazo District",2022,39,1257
"Namutumba District",2022,1,2283
"Namutumba District",2022,11,3904
"Namutumba District",2022,12,2900
"Namutumba District",2022,13,2044
"Namutumba District",2022,14,1867
"Namutumba District",2022,15,1596
"Namutumba District",2022,16,1891
"Namutumba District",2022,18,1644
"Namutumba District",2022,19,1872
"Namutumba District",2022,32,1475
"Namutumba District",2022,33,1920
"Namutumba District",2022,35,2528
"Namutumba District",2022,37,2393
"Namutumba District",2022,38,2621
"Namutumba District",2022,4,1739
"Namutumba District",2022,44,1865
"Namutumba District",2022,45,2024
"Namutumba District",2022,46,747
"Namutumba District",2022,47,2744
"Namutumba District",2022,48,3309
"Namutumba District",2022,5,1628
"Namutumba District",2022,50,2558
"Namutumba District",2022,51,1700
"Namutumba District",2022,52,1715
"Namutumba District",2022,7,1375
"Kisoro District",2022,2,227
"Kisoro District",2022,20,187
"Kisoro District",2022,21,250
"Kisoro District",2022,3,218
"Kisoro District",2022,40,182
"Mityana District",2022,13,1100
"Mityana District",2022,14,1287
"Mityana District",2022,16,1044
"Mityana District",2022,17,1257
"Mityana District",2022,18,1528
"Mityana District",2022,2,891
"Mityana District",2022,22,1574
"Mityana District",2022,23,1889
"Mityana District",2022,24,1969
"Mityana District",2022,25,1371
"Mityana District",2022,29,1515
"Mityana District",2022,32,1206
"Mityana District",2022,37,1723
"Mityana District",2022,43,3567
"Mityana District",2022,44,3304
"Mityana District",2022,45,3018
"Mityana District",2022,46,1890
"Mityana District",2022,47,2437
"Kaabong District",2022,1,897
"Kaabong District",2022,10,693
"Kaabong District",2022,11,747
"Kaabong District",2022,12,1044
"Kaabong District",2022,13,678
"Kaabong District",2022,14,660
"Kaabong District",2022,15,606
"Kaabong District",2022,16,421
"Kaabong District",2022,17,556
"Kaabong District",2022,18,578
"Kaabong District",2022,19,902
"Kaabong District",2022,2,900
"Kaabong District",2022,22,605
"Kaabong District",2022,23,1891
"Kaabong District",2022,24,1578
"Kaabong District",2022,25,1438
"Kaabong District",2022,26,1396
"Kaabong District",2022,27,1275
"Kaabong District",2022,3,795
"Kaabong District",2022,30,1223
"Kaabong District",2022,34,1255
"Kaabong District",2022,35,934
"Kaabong District",2022,36,1395
"Kaabong District",2022,39,1067
"Kaabong District",2022,4,869
"Kaabong District",2022,41,55
"Kaabong District",2022,42,932
"Kaabong District",2022,43,777
"Kaabong District",2022,44,1085
"Kaabong District",2022,45,725
"Kaabong District",2022,46,97
"Kaabong District",2022,47,954
"Kaabong District",2022,48,910
"Kaabong District",2022,49,935
"Kaabong District",2022,5,932
"Kaabong District",2022,50,780
"Kaabong District",2022,51,365
"Kaabong District",2022,52,445
"Kaabong District",2022,6,818
"Kaabong District",2022,7,740
"Kaabong District",2022,8,736
"Kaabong District",2022,9,794
"Sheema District",2022,14,61
"Sheema District",2022,15,68
"Sheema District",2022,2,78
"Sheema District",2022,23,67
"Sheema District",2022,24,79
"Sheema District",2022,27,60
"Sheema District",2022,28,80
"Sheema District",2022,31,59
"Sheema District",2022,34,50
"Sheema District",2022,51,84
"Sheema District",2022,52,85
"Sheema District",2022,7,123
"Kalungu District",2022,11,458
"Kalungu District",2022,16,485
"Kalungu District",2022,19,799
"Kalungu District",2022,20,662
"Kalungu District",2022,21,807
"Kalungu District",2022,25,767
"Kalungu District",2022,27,693
"Kalungu District",2022,28,476
"Kalungu District",2022,3,457
"Kalungu District",2022,36,731
"Kalungu District",2022,38,622
"Kalungu District",2022,4,500
"Kalungu District",2022,42,1118
"Kalungu District",2022,45,1010
"Kalungu District",2022,46,682
"Kalungu District",2022,48,1131
"Kalungu District",2022,49,946
"Kalungu District",2022,5,385
"Kalungu District",2022,50,695
"Kalungu District",2022,51,524
"Kalungu District",2022,52,598
"Kalungu District",2022,8,403
"Kasese District",2022,6,4500
"Kabale District",2022,1,157
"Kabale District",2022,10,101
"Kabale District",2022,13,80
"Kabale District",2022,14,82
"Kabale District",2022,2,149
"Kabale District",2022,20,78
"Kabale District",2022,26,139
"Kabale District",2022,28,161
"Kabale District",2022,3,184
"Kabale District",2022,36,65
"Kabale District",2022,37,98
"Kabale District",2022,38,121
"Kabale District",2022,39,91
"Kabale District",2022,4,163
"Kabale District",2022,40,96
"Kabale District",2022,41,89
"Kabale District",2022,43,88
"Kabale District",2022,46,71
"Kabale District",2022,50,91
"Kabale District",2022,51,102
"Kabale District",2022,52,90
"Kabale District",2022,6,138
"Kabale District",2022,9,120
"Jinja District",2022,1,1206
"Jinja District",2022,11,1378
"Jinja District",2022,12,1277
"Jinja District",2022,13,1014
"Jinja District",2022,14,1429
"Jinja District",2022,15,629
"Jinja District",2022,16,1151
"Jinja District",2022,18,1098
"Jinja District",2022,19,1245
"Jinja District",2022,2,1015
"Jinja District",2022,20,203
"Jinja District",2022,21,439
"Jinja District",2022,22,337
"Jinja District",2022,23,688
"Jinja District",2022,24,732
"Jinja District",2022,25,956
"Jinja District",2022,26,1474
"Jinja District",2022,27,894
"Jinja District",2022,29,1541
"Jinja District",2022,30,1293
"Jinja District",2022,33,1389
"Jinja District",2022,34,872
"Jinja District",2022,35,985
"Jinja District",2022,36,945
"Jinja District",2022,37,1141
"Jinja District",2022,39,1324
"Jinja District",2022,40,1077
"Jinja District",2022,41,1010
"Jinja District",2022,42,758
"Jinja District",2022,43,690
"Jinja District",2022,44,716
"Jinja District",2022,47,1734
"Jinja District",2022,49,1903
"Jinja District",2022,50,1332
"Jinja District",2022,51,1050
"Jinja District",2022,52,1140
"Jinja District",2022,6,1280
"Jinja District",2022,7,1283
"Jinja District",2022,8,1215
"Jinja District",2022,9,987
"Kazo District",2022,37,716
"Kazo District",2022,38,1009
"Adjumani District",2022,1,3613
"Adjumani District",2022,10,2186
"Adjumani District",2022,11,3145
"Adjumani District",2022,12,2405
"Adjumani District",2022,13,2211
"Adjumani District",2022,14,1665
"Adjumani District",2022,15,1632
"Adjumani District",2022,16,2186
"Adjumani District",2022,18,3074
"Adjumani District",2022,2,2496
"Adjumani District",2022,20,2367
"Adjumani District",2022,26,3260
"Adjumani District",2022,27,4078
"Adjumani District",2022,28,4709
"Adjumani District",2022,3,2868
"Adjumani District",2022,30,5213
"Adjumani District",2022,31,4666
"Adjumani District",2022,32,4675
"Adjumani District",2022,33,5966
"Adjumani District",2022,34,5597
"Adjumani District",2022,35,6274
"Adjumani District",2022,36,6859
"Adjumani District",2022,37,6668
"Adjumani District",2022,38,6813
"Adjumani District",2022,39,6862
"Adjumani District",2022,4,3221
"Adjumani District",2022,40,4928
"Adjumani District",2022,41,4639
"Adjumani District",2022,42,7271
"Adjumani District",2022,43,7087
"Adjumani District",2022,44,5992
"Adjumani District",2022,45,5600
"Adjumani District",2022,47,3469
"Adjumani District",2022,48,4533
"Adjumani District",2022,49,3036
"Adjumani District",2022,5,3073
"Adjumani District",2022,50,2730
"Adjumani District",2022,51,2212
"Adjumani District",2022,52,2526
"Adjumani District",2022,6,3163
"Adjumani District",2022,7,2802
"Adjumani District",2022,8,3333
"Adjumani District",2022,9,2640
"Kampala District",2022,4,2189
"Soroti City",2022,1,422
"Soroti City",2022,10,443
"Soroti City",2022,16,762
"Soroti City",2022,17,570
"Soroti City",2022,18,689
"Soroti City",2022,19,438
"Soroti City",2022,20,111
"Soroti City",2022,21,251
"Soroti City",2022,22,344
"Soroti City",2022,23,439
"Soroti City",2022,24,521
"Soroti City",2022,25,1048
"Soroti City",2022,26,1641
"Soroti City",2022,27,1378
"Soroti City",2022,28,1196
"Soroti City",2022,29,1259
"Soroti City",2022,3,684
"Soroti City",2022,30,1241
"Soroti City",2022,31,856
"Soroti City",2022,32,469
"Soroti City",2022,33,1264
"Soroti City",2022,35,958
"Soroti City",2022,36,1166
"Soroti City",2022,37,1066
"Soroti City",2022,38,1479
"Soroti City",2022,39,1199
"Soroti City",2022,4,850
"Soroti City",2022,40,1214
"Soroti City",2022,41,1216
"Soroti City",2022,42,1640
"Soroti City",2022,43,1178
"Soroti City",2022,44,1036
"Soroti City",2022,45,1144
"Soroti City",2022,46,670
"Soroti City",2022,47,1191
"Soroti City",2022,48,1406
"Soroti City",2022,49,1187
"Soroti City",2022,5,686
"Soroti City",2022,50,671
"Soroti City",2022,51,804
"Soroti City",2022,52,638
"Soroti City",2022,6,971
"Soroti City",2022,7,364
"Soroti City",2022,8,985
"Soroti City",2022,9,783
"Namayingo District",2022,1,2066
"Namayingo District",2022,2,2056
"Namayingo District",2022,26,1670
"Namayingo District",2022,27,1970
"Namayingo District",2022,28,1719
"Namayingo District",2022,29,2708
"Namayingo District",2022,3,2224
"Namayingo District",2022,33,1622
"Namayingo District",2022,4,2093
"Namayingo District",2022,46,914
"Namayingo District",2022,5,1313
"Namayingo District",2022,6,1166
"Namayingo District",2022,7,1550
"Namayingo District",2022,9,1924
"Butambala District",2022,1,905
"Butambala District",2022,10,511
"Butambala District",2022,11,642
"Butambala District",2022,12,592
"Butambala District",2022,13,586
"Butambala District",2022,14,491
"Butambala District",2022,15,634
"Butambala District",2022,16,778
"Butambala District",2022,17,606
"Butambala District",2022,18,879
"Butambala District",2022,19,1107
"Butambala District",2022,2,820
"Butambala District",2022,21,832
"Butambala District",2022,22,566
"Butambala District",2022,23,1086
"Butambala District",2022,26,1007
"Butambala District",2022,27,1015
"Butambala District",2022,28,785
"Butambala District",2022,3,718
"Butambala District",2022,30,517
"Butambala District",2022,33,573
"Butambala District",2022,34,440
"Butambala District",2022,35,581
"Butambala District",2022,36,632
"Butambala District",2022,37,666
"Butambala District",2022,38,713
"Butambala District",2022,39,830
"Butambala District",2022,40,785
"Butambala District",2022,41,824
"Butambala District",2022,43,1761
"Butambala District",2022,44,1875
"Butambala District",2022,45,1485
"Butambala District",2022,46,540
"Butambala District",2022,47,1183
"Butambala District",2022,48,1284
"Butambala District",2022,49,976
"Butambala District",2022,5,725
"Butambala District",2022,52,1419
"Butambala District",2022,8,688
"Butambala District",2022,9,603
"Mbarara District",2022,1,337
"Mbarara District",2022,10,223
"Mbarara District",2022,11,252
"Mbarara District",2022,12,262
"Mbarara District",2022,15,257
"Mbarara District",2022,16,206
"Mbarara District",2022,17,200
"Mbarara District",2022,18,283
"Mbarara District",2022,19,381
"Mbarara District",2022,2,291
"Mbarara District",2022,22,63
"Mbarara District",2022,23,137
"Mbarara District",2022,24,128
"Mbarara District",2022,25,158
"Mbarara District",2022,26,333
"Mbarara District",2022,27,290
"Mbarara District",2022,28,349
"Mbarara District",2022,29,317
"Mbarara District",2022,3,260
"Mbarara District",2022,30,357
"Mbarara District",2022,31,213
"Mbarara District",2022,32,101
"Mbarara District",2022,33,180
"Mbarara District",2022,34,140
"Mbarara District",2022,35,134
"Mbarara District",2022,36,131
"Mbarara District",2022,37,127
"Mbarara District",2022,38,164
"Mbarara District",2022,4,313
"Mbarara District",2022,40,202
"Mbarara District",2022,41,304
"Mbarara District",2022,42,297
"Mbarara District",2022,43,369
"Mbarara District",2022,44,435
"Mbarara District",2022,45,583
"Mbarara District",2022,48,390
"Mbarara District",2022,49,498
"Mbarara District",2022,5,351
"Mbarara District",2022,51,339
"Mbarara District",2022,52,258
"Mbarara District",2022,6,406
"Mbarara District",2022,7,248
"Mbarara District",2022,8,327
"Mbarara District",2022,9,378
"Apac District",2022,1,1458
"Apac District",2022,10,1492
"Apac District",2022,15,1078
"Apac District",2022,16,1293
"Apac District",2022,18,2257
"Apac District",2022,19,2752
"Apac District",2022,2,797
"Apac District",2022,3,966
"Apac District",2022,4,1190
"Apac District",2022,9,1433
"Kaabong District",2022,21,268
"Kaabong District",2022,28,1302
"Kaabong District",2022,29,1164
"Kaabong District",2022,31,1113
"Kaabong District",2022,33,1380
"Kaabong District",2022,37,1170
"Kaabong District",2022,38,1108
"Kaabong District",2022,40,1070
"Mpigi District",2022,12,630
"Mpigi District",2022,18,885
"Mpigi District",2022,24,728
"Mpigi District",2022,34,444
"Mpigi District",2022,47,602
"Mpigi District",2022,49,893
"Ibanda District",2022,1,1829
"Ibanda District",2022,10,995
"Ibanda District",2022,12,749
"Ibanda District",2022,13,918
"Ibanda District",2022,14,912
"Ibanda District",2022,15,794
"Ibanda District",2022,16,1264
"Ibanda District",2022,18,990
"Ibanda District",2022,19,1431
"Ibanda District",2022,2,1567
"Ibanda District",2022,26,1785
"Ibanda District",2022,28,1991
"Ibanda District",2022,3,1425
"Ibanda District",2022,31,1625
"Ibanda District",2022,32,1348
"Ibanda District",2022,34,1506
"Ibanda District",2022,35,1229
"Ibanda District",2022,38,1580
"Ibanda District",2022,40,1684
"Ibanda District",2022,41,1385
"Ibanda District",2022,43,1507
"Ibanda District",2022,44,1411
"Ibanda District",2022,45,1746
"Ibanda District",2022,47,1384
"Ibanda District",2022,48,1380
"Ibanda District",2022,49,1503
"Ibanda District",2022,5,1333
"Ibanda District",2022,52,1023
"Ibanda District",2022,9,1902
"Ibanda District",2022,23,1086
"Ibanda District",2022,24,1180
"Ibanda District",2022,27,2075
"Ibanda District",2022,29,1937
"Ibanda District",2022,4,1246
"Ibanda District",2022,50,1215
"Buikwe District",2022,1,1847
"Buikwe District",2022,11,1713
"Buikwe District",2022,12,1627
"Buikwe District",2022,13,1216
"Buikwe District",2022,14,1083
"Buikwe District",2022,15,776
"Buikwe District",2022,16,1454
"Buikwe District",2022,17,1322
"Buikwe District",2022,18,1221
"Buikwe District",2022,19,1900
"Buikwe District",2022,2,1525
"Buikwe District",2022,20,936
"Buikwe District",2022,21,1284
"Buikwe District",2022,22,1240
"Buikwe District",2022,23,1649
"Buikwe District",2022,24,1878
"Buikwe District",2022,25,2278
"Buikwe District",2022,26,1778
"Buikwe District",2022,27,2047
"Buikwe District",2022,28,1771
"Buikwe District",2022,3,1618
"Buikwe District",2022,30,1608
"Buikwe District",2022,31,1449
"Buikwe District",2022,33,1174
"Buikwe District",2022,34,1361
"Buikwe District",2022,35,1313
"Buikwe District",2022,36,1723
"Buikwe District",2022,37,1233
"Buikwe District",2022,38,1436
"Buikwe District",2022,39,1528
"Buikwe District",2022,4,1816
"Buikwe District",2022,40,1361
"Buikwe District",2022,41,1272
"Buikwe District",2022,42,1480
"Buikwe District",2022,43,1369
"Buikwe District",2022,44,1120
"Buikwe District",2022,45,1381
"Buikwe District",2022,46,593
"Buikwe District",2022,47,912
"Buikwe District",2022,48,1270
"Buikwe District",2022,49,1471
"Buikwe District",2022,5,1471
"Buikwe District",2022,50,1042
"Buikwe District",2022,51,1292
"Buikwe District",2022,52,1134
"Buikwe District",2022,6,1566
"Buikwe District",2022,7,1178
"Buikwe District",2022,9,1556
"Kyankwanzi District",2022,10,538
"Kyankwanzi District",2022,11,460
"Kyankwanzi District",2022,12,381
"Kyankwanzi District",2022,13,265
"Kyankwanzi District",2022,15,258
"Kyankwanzi District",2022,16,461
"Kyankwanzi District",2022,17,883
"Kyankwanzi District",2022,18,1361
"Kyankwanzi District",2022,19,1411
"Kyankwanzi District",2022,23,1084
"Kyankwanzi District",2022,24,1138
"Kyankwanzi District",2022,25,1109
"Kyankwanzi District",2022,26,1210
