"district","year","week","total_cases"
"Kaliro District",2022,4,2447
"Kaliro District",2022,40,2032
"Kaliro District",2022,41,1621
"Kaliro District",2022,42,2047
"Kaliro District",2022,43,1657
"Kaliro District",2022,44,1319
"Kaliro District",2022,45,1043
"Kaliro District",2022,46,408
"Kaliro District",2022,47,2126
"Kaliro District",2022,48,2556
"Kaliro District",2022,49,2300
"Kaliro District",2022,5,2088
"Kaliro District",2022,51,974
"Kaliro District",2022,52,1539
"Kaliro District",2022,6,1744
"Kaliro District",2022,7,1368
"Kaliro District",2022,8,1932
"Kaliro District",2022,9,1546
"Nabilatuk District",2022,1,578
"Nabilatuk District",2022,10,611
"Nabilatuk District",2022,11,428
"Nabilatuk District",2022,12,663
"Nabilatuk District",2022,13,556
"Nabilatuk District",2022,14,300
"Nabilatuk District",2022,16,405
"Nabilatuk District",2022,17,574
"Nabilatuk District",2022,18,498
"Nabilatuk District",2022,19,779
"Nabilatuk District",2022,20,1448
"Nabilatuk District",2022,21,928
"Nabilatuk District",2022,22,1206
"Nabilatuk District",2022,23,936
"Nabilatuk District",2022,24,1424
"Nabilatuk District",2022,25,1074
"Nabilatuk District",2022,27,601
"Nabilatuk District",2022,28,692
"Nabilatuk District",2022,29,514
"Nabilatuk District",2022,3,348
"Nabilatuk District",2022,31,433
"Nabilatuk District",2022,33,359
"Nabilatuk District",2022,34,585
"Nabilatuk District",2022,35,728
"Nabilatuk District",2022,36,662
"Nabilatuk District",2022,37,580
"Nabilatuk District",2022,38,889
"Nabilatuk District",2022,39,1102
"Nabilatuk District",2022,4,533
"Nabilatuk District",2022,40,677
"Nabilatuk District",2022,41,572
"Nabilatuk District",2022,42,777
"Nabilatuk District",2022,44,581
"Nabilatuk District",2022,46,620
"Nabilatuk District",2022,47,937
"Nabilatuk District",2022,48,357
"Nabilatuk District",2022,49,410
"Nabilatuk District",2022,5,314
"Nabilatuk District",2022,50,452
"Nabilatuk District",2022,51,419
"Nabilatuk District",2022,52,463
"Nabilatuk District",2022,6,333
"Nabilatuk District",2022,7,191
"Nabilatuk District",2022,8,483
"Nabilatuk District",2022,9,328
"Jinja City",2022,2,466
"Moyo District",2022,10,561
"Moyo District",2022,16,1049
"Moyo District",2022,19,1528
"Moyo District",2022,28,1261
"Moyo District",2022,30,1054
"Moyo District",2022,32,1170
"Moyo District",2022,33,1304
"Moyo District",2022,43,2147
"Rubirizi District",2022,20,306
"Rubirizi District",2022,21,370
"Rubirizi District",2022,22,638
"Rubirizi District",2022,23,477
"Rubirizi District",2022,24,185
"Rubirizi District",2022,25,284
"Rubirizi District",2022,26,500
"Rubirizi District",2022,37,334
"Pakwach District",2022,1,1007
"Pakwach District",2022,11,1508
"Pakwach District",2022,12,1283
"Pakwach District",2022,13,910
"Pakwach District",2022,18,1680
"Pakwach District",2022,2,934
"Pakwach District",2022,23,1060
"Pakwach District",2022,24,847
"Pakwach District",2022,25,844
"Pakwach District",2022,26,1527
"Pakwach District",2022,28,2292
"Pakwach District",2022,29,2563
"Pakwach District",2022,3,1044
"Pakwach District",2022,30,2532
"Pakwach District",2022,37,2436
"Pakwach District",2022,38,2519
"Pakwach District",2022,4,1124
"Pakwach District",2022,40,2162
"Pakwach District",2022,6,1215
"Pakwach District",2022,7,1742
"Pakwach District",2022,8,2086
"Bukedea District",2022,10,886
"Bukedea District",2022,16,296
"Bukedea District",2022,17,668
"Bukedea District",2022,19,539
"Bukedea District",2022,22,544
"Bukedea District",2022,24,1263
"Bukedea District",2022,25,1503
"Bukedea District",2022,27,401
"Bukedea District",2022,28,1267
"Bukedea District",2022,29,1004
"Bukedea District",2022,31,917
"Bukedea District",2022,32,935
"Bukedea District",2022,37,1530
"Bukedea District",2022,38,2321
"Bukedea District",2022,9,973
"Nakasongola District",2022,1,874
"Nakasongola District",2022,15,452
"Nakasongola District",2022,2,466
"Buvuma District",2022,13,728
"Buvuma District",2022,15,543
"Buvuma District",2022,16,556
"Buvuma District",2022,21,627
"Buvuma District",2022,4,328
"Buvuma District",2022,41,346
"Buvuma District",2022,46,184
"Buvuma District",2022,52,255
"Kabale District",2022,21,42
"Kabale District",2022,32,102
"Kalungu District",2022,35,368
"Napak District",2022,10,826
"Napak District",2022,11,727
"Napak District",2022,12,590
"Napak District",2022,14,536
"Napak District",2022,16,610
"Napak District",2022,2,851
"Napak District",2022,21,880
"Napak District",2022,22,924
"Napak District",2022,23,1754
"Napak District",2022,24,2512
"Napak District",2022,25,2972
"Napak District",2022,26,2362
"Napak District",2022,27,2125
"Napak District",2022,28,1965
"Napak District",2022,29,1855
"Napak District",2022,3,555
"Napak District",2022,30,1998
"Napak District",2022,31,1795
"Napak District",2022,32,1642
"Napak District",2022,33,1214
"Napak District",2022,34,1370
"Napak District",2022,35,1291
"Napak District",2022,36,1378
"Napak District",2022,37,1663
"Napak District",2022,38,1717
"Napak District",2022,39,1679
"Napak District",2022,4,613
"Napak District",2022,40,1040
"Napak District",2022,41,1149
"Napak District",2022,42,1280
"Napak District",2022,43,1382
"Napak District",2022,44,787
"Napak District",2022,45,1049
"Napak District",2022,46,854
"Napak District",2022,47,981
"Napak District",2022,48,1179
"Napak District",2022,49,1290
"Napak District",2022,5,386
"Napak District",2022,50,983
"Napak District",2022,51,714
"Napak District",2022,52,599
"Napak District",2022,7,564
"Napak District",2022,8,1317
"Napak District",2022,9,709
"Mityana District",2022,21,1588
"Rwampara District",2022,20,62
"Rwampara District",2022,29,155
"Rwampara District",2022,41,69
"Rwampara District",2022,45,54
"Buhweju District",2022,35,64
"Buhweju District",2022,44,89
"Lamwo District",2022,29,5286
"Lamwo District",2022,30,5870
"Lamwo District",2022,37,3688
"Lamwo District",2022,38,5099
"Lamwo District",2022,44,3635
"Lamwo District",2022,46,711
"Lamwo District",2022,50,1295
"Lamwo District",2022,52,1420
"Omoro District",2022,47,2173
"Omoro District",2022,50,1475
"Omoro District",2022,52,683
"Mukono District",2022,25,2313
"Gulu District",2022,14,1292
"Gulu District",2022,15,1383
"Gulu District",2022,16,1636
"Gulu District",2022,17,2002
"Gulu District",2022,18,1802
"Gulu District",2022,27,1955
"Gulu District",2022,29,2338
"Gulu District",2022,30,2785
"Gulu District",2022,41,1476
"Gulu District",2022,44,3004
"Gulu District",2022,45,2086
"Gulu District",2022,47,1462
"Gulu District",2022,48,1590
"Gulu District",2022,51,431
"Pakwach District",2022,10,1335
"Pakwach District",2022,14,672
"Pakwach District",2022,15,610
"Pakwach District",2022,16,1038
"Pakwach District",2022,19,1974
"Pakwach District",2022,31,2262
"Pakwach District",2022,32,1155
"Pakwach District",2022,33,1675
"Pakwach District",2022,34,1286
"Pakwach District",2022,35,1441
"Pakwach District",2022,39,2556
"Pakwach District",2022,41,2395
"Pakwach District",2022,42,2375
"Pakwach District",2022,43,2623
"Pakwach District",2022,44,2695
"Pakwach District",2022,45,2147
"Pakwach District",2022,46,821
"Pakwach District",2022,47,1012
"Pakwach District",2022,48,1221
"Pakwach District",2022,49,1254
"Pakwach District",2022,5,1255
"Pakwach District",2022,50,938
"Pakwach District",2022,51,756
"Pakwach District",2022,9,1166
"Kibaale District",2022,1,210
"Kibaale District",2022,10,260
"Kibaale District",2022,11,233
"Kibaale District",2022,12,229
"Kibaale District",2022,15,125
"Kibaale District",2022,17,325
"Kibaale District",2022,19,262
"Kibaale District",2022,2,114
"Kibaale District",2022,20,324
"Kibaale District",2022,26,523
"Kibaale District",2022,27,450
"Kibaale District",2022,29,543
"Kibaale District",2022,30,476
"Kibaale District",2022,4,233
"Kibaale District",2022,5,233
"Kibaale District",2022,6,184
"Kibaale District",2022,7,250
"Kibaale District",2022,9,213
"Mubende District",2022,14,524
"Nebbi District",2022,1,967
"Nebbi District",2022,10,1597
"Nebbi District",2022,11,2191
"Nebbi District",2022,13,1449
"Nebbi District",2022,14,1214
"Nebbi District",2022,15,1334
"Nebbi District",2022,16,2438
"Nebbi District",2022,18,3644
"Nebbi District",2022,19,3252
"Nebbi District",2022,2,721
"Nebbi District",2022,20,457
"Nebbi District",2022,21,492
"Nebbi District",2022,22,406
"Nebbi District",2022,23,728
"Nebbi District",2022,24,1443
"Nebbi District",2022,25,1250
"Nebbi District",2022,26,1236
"Nebbi District",2022,28,2953
"Nebbi District",2022,29,3276
"Nebbi District",2022,3,1283
"Nebbi District",2022,30,3514
"Nebbi District",2022,31,3229
"Nebbi District",2022,33,3385
"Nebbi District",2022,34,2397
"Nebbi District",2022,35,2257
"Nebbi District",2022,36,1447
"Nebbi District",2022,37,2888
"Nebbi District",2022,38,3092
"Nebbi District",2022,39,3444
"Nebbi District",2022,4,1415
"Nebbi District",2022,40,3270
"Nebbi District",2022,41,2779
"Nebbi District",2022,42,1871
"Nebbi District",2022,43,3370
"Nebbi District",2022,44,2270
"Nebbi District",2022,45,3451
"Nebbi District",2022,46,913
"Nebbi District",2022,48,2798
"Nebbi District",2022,5,1595
"Nebbi District",2022,50,2116
"Nebbi District",2022,51,2502
"Nebbi District",2022,52,2091
"Nebbi District",2022,6,1506
"Nebbi District",2022,7,1540
"Nebbi District",2022,8,1963
"Nebbi District",2022,9,888
"Butambala District",2022,51,859
"Gulu District",2022,43,3191
"Kumi District",2022,26,2571
"Kumi District",2022,6,1717
"Kumi District",2022,9,1597
"Nakaseke District",2022,28,679
"Nakaseke District",2022,31,826
"Nakaseke District",2022,5,363
"Nakaseke District",2022,51,389
"Nakaseke District",2022,8,476
"Masaka District",2022,1,144
"Masaka District",2022,10,138
"Masaka District",2022,11,200
"Masaka District",2022,12,284
"Masaka District",2022,13,310
"Masaka District",2022,14,246
"Masaka District",2022,15,352
"Masaka District",2022,16,243
"Masaka District",2022,17,203
"Masaka District",2022,18,506
"Masaka District",2022,19,516
"Masaka District",2022,2,239
"Masaka District",2022,21,196
"Masaka District",2022,22,414
"Masaka District",2022,25,294
"Masaka District",2022,26,363
"Masaka District",2022,27,435
"Masaka District",2022,28,264
"Masaka District",2022,29,323
"Masaka District",2022,3,227
"Masaka District",2022,32,169
"Masaka District",2022,4,334
"Masaka District",2022,5,250
"Masaka District",2022,6,214
"Masaka District",2022,8,327
"Masaka District",2022,9,246
"Ibanda District",2022,30,1709
"Ibanda District",2022,37,1138
"Ibanda District",2022,39,1578
"Ibanda District",2022,42,1286
"Ibanda District",2022,51,1076
"Ibanda District",2022,6,1480
"Ibanda District",2022,7,1241
"Ibanda District",2022,8,1523
"Sembabule District",2022,4,1744
"Obongi District",2022,1,517
"Obongi District",2022,11,430
"Obongi District",2022,12,259
"Obongi District",2022,15,371
"Obongi District",2022,16,542
"Obongi District",2022,22,961
"Obongi District",2022,35,2695
"Obongi District",2022,5,486
"Obongi District",2022,52,380
"Obongi District",2022,6,588
"Obongi District",2022,7,465
"Kisoro District",2022,10,97
"Kisoro District",2022,13,103
"Kisoro District",2022,23,243
"Kisoro District",2022,36,148
"Kisoro District",2022,39,233
"Kisoro District",2022,47,369
"Apac District",2022,20,1098
"Apac District",2022,27,2664
"Kisoro District",2022,12,113
"Kisoro District",2022,15,158
"Kisoro District",2022,16,175
"Kisoro District",2022,22,261
"Kisoro District",2022,27,302
"Kisoro District",2022,37,135
"Kisoro District",2022,5,149
"Kisoro District",2022,7,108
"Kisoro District",2022,9,122
"Butambala District",2022,4,619
"Mbale District",2022,10,1355
"Mbale District",2022,11,1969
"Mbale District",2022,12,1837
"Mbale District",2022,15,1179
"Mbale District",2022,16,1235
"Mbale District",2022,17,1280
"Mbale District",2022,18,1263
"Mbale District",2022,19,1300
"Mbale District",2022,22,1437
"Mbale District",2022,23,1735
"Mbale District",2022,24,2159
"Mbale District",2022,25,1902
"Mbale District",2022,26,2145
"Mbale District",2022,27,2001
"Mbale District",2022,29,2032
"Mbale District",2022,30,2206
"Mbale District",2022,33,1216
"Mbale District",2022,38,1525
"Mbale District",2022,39,1323
"Mbale District",2022,40,1211
"Mbale District",2022,41,1521
"Mbale District",2022,42,1074
"Mbale District",2022,43,873
"Mbale District",2022,44,660
"Mbale District",2022,45,581
"Mbale District",2022,48,1626
"Mbale District",2022,5,1110
"Mbale District",2022,51,956
"Mbale District",2022,52,828
"Madi-Okollo District",2022,1,1783
"Madi-Okollo District",2022,10,1437
"Madi-Okollo District",2022,11,1623
"Madi-Okollo District",2022,12,1585
"Madi-Okollo District",2022,13,1065
"Madi-Okollo District",2022,14,1156
"Madi-Okollo District",2022,15,964
"Madi-Okollo District",2022,16,1522
"Madi-Okollo District",2022,17,1923
"Madi-Okollo District",2022,18,2369
"Madi-Okollo District",2022,2,1360
"Madi-Okollo District",2022,20,3930
"Madi-Okollo District",2022,21,3410
"Madi-Okollo District",2022,22,2813
"Madi-Okollo District",2022,23,3271
"Madi-Okollo District",2022,24,3433
"Madi-Okollo District",2022,25,2845
"Madi-Okollo District",2022,26,2340
"Madi-Okollo District",2022,27,2431
"Madi-Okollo District",2022,28,3046
"Madi-Okollo District",2022,3,1116
"Madi-Okollo District",2022,30,2773
"Madi-Okollo District",2022,31,2164
"Madi-Okollo District",2022,32,2856
"Madi-Okollo District",2022,33,2207
"Madi-Okollo District",2022,34,1730
"Madi-Okollo District",2022,35,2105
"Madi-Okollo District",2022,36,2794
"Madi-Okollo District",2022,37,3192
"Madi-Okollo District",2022,38,3168
"Madi-Okollo District",2022,39,2440
"Madi-Okollo District",2022,4,1303
"Madi-Okollo District",2022,40,2577
"Madi-Okollo District",2022,42,3088
"Madi-Okollo District",2022,43,3361
"Madi-Okollo District",2022,44,2195
"Madi-Okollo District",2022,45,2643
"Madi-Okollo District",2022,46,572
"Madi-Okollo District",2022,47,1112
"Madi-Okollo District",2022,48,2442
"Madi-Okollo District",2022,49,2336
"Madi-Okollo District",2022,5,1467
"Madi-Okollo District",2022,52,1152
"Madi-Okollo District",2022,6,1440
"Madi-Okollo District",2022,7,2235
"Madi-Okollo District",2022,8,1647
"Madi-Okollo District",2022,9,1255
"Bugweri District",2022,10,1306
"Bugweri District",2022,14,1279
"Bugweri District",2022,15,1163
"Bugweri District",2022,2,1627
"Bugweri District",2022,28,1714
"Bugweri District",2022,3,1430
"Bugweri District",2022,30,2160
"Bugweri District",2022,32,2086
"Bugweri District",2022,4,1665
"Bugweri District",2022,45,1525
"Bugweri District",2022,48,1816
"Bugweri District",2022,49,1804
"Bugweri District",2022,5,1578
"Bugweri District",2022,50,1581
"Bugweri District",2022,51,1210
"Bugweri District",2022,52,1169
"Bugweri District",2022,6,1900
"Bugweri District",2022,8,1144
"Kagadi District",2022,1,268
"Kagadi District",2022,2,188
"Kagadi District",2022,52,148
"Amuru District",2022,36,1929
"Rubanda District",2022,1,90
"Rubanda District",2022,10,31
"Rubanda District",2022,13,35
"Rubanda District",2022,14,50
"Rubanda District",2022,16,68
"Rubanda District",2022,24,86
"Rubanda District",2022,25,80
"Rubanda District",2022,26,55
"Rubanda District",2022,27,56
"Rubanda District",2022,28,70
"Rubanda District",2022,29,65
"Rubanda District",2022,30,55
"Rubanda District",2022,31,65
"Rubanda District",2022,32,38
"Rubanda District",2022,33,64
"Rubanda District",2022,34,50
"Rubanda District",2022,35,39
"Rubanda District",2022,40,42
"Rubanda District",2022,41,36
"Rubanda District",2022,42,45
"Rubanda District",2022,44,43
"Rubanda District",2022,45,57
"Rubanda District",2022,47,45
"Rubanda District",2022,48,63
"Rubanda District",2022,49,71
"Rubanda District",2022,5,56
"Rubanda District",2022,50,50
"Rubanda District",2022,51,75
"Rubanda District",2022,52,86
"Rubanda District",2022,6,71
"Rubanda District",2022,7,63
"Rubanda District",2022,8,57
"Rubanda District",2022,9,58
"Mayuge District",2022,23,2706
"Moyo District",2022,27,776
"Hoima City",2022,39,397
"Hoima City",2022,45,364
"Hoima City",2022,48,299
"Hoima City",2022,6,337
"Manafwa District",2022,10,999
"Manafwa District",2022,11,1322
"Manafwa District",2022,12,1062
"Manafwa District",2022,13,739
"Manafwa District",2022,14,631
"Manafwa District",2022,15,589
"Manafwa District",2022,16,803
"Manafwa District",2022,17,851
"Manafwa District",2022,19,762
"Manafwa District",2022,2,515
"Manafwa District",2022,21,1153
"Manafwa District",2022,22,961
"Manafwa District",2022,23,800
"Manafwa District",2022,24,1224
"Manafwa District",2022,26,1812
"Manafwa District",2022,27,1212
"Manafwa District",2022,28,1033
"Manafwa District",2022,29,1525
"Manafwa District",2022,3,860
"Manafwa District",2022,30,1333
"Manafwa District",2022,31,1048
"Manafwa District",2022,32,922
"Manafwa District",2022,33,928
"Manafwa District",2022,34,879
"Manafwa District",2022,35,1061
"Manafwa District",2022,36,700
"Manafwa District",2022,37,880
"Manafwa District",2022,38,919
"Manafwa District",2022,39,922
"Manafwa District",2022,4,737
"Manafwa District",2022,40,785
"Manafwa District",2022,41,557
"Manafwa District",2022,42,647
"Manafwa District",2022,43,576
"Manafwa District",2022,44,234
"Manafwa District",2022,46,614
"Manafwa District",2022,49,661
"Manafwa District",2022,5,801
"Manafwa District",2022,50,681
"Manafwa District",2022,52,364
"Manafwa District",2022,6,773
"Manafwa District",2022,7,716
"Manafwa District",2022,8,950
"Manafwa District",2022,9,860
"Kibaale District",2022,18,458
"Kibaale District",2022,21,298
"Kibaale District",2022,28,479
"Kibaale District",2022,3,122
"Kibaale District",2022,8,189
"Kitgum District",2022,43,4155
"Nakasongola District",2022,21,885
"Nakasongola District",2022,23,1249
"Nakasongola District",2022,24,1910
"Nakasongola District",2022,30,1345
"Arua District",2022,14,417
"Mbale District",2022,1,1276
"Mbale District",2022,2,1036
"Mbale District",2022,28,2457
"Mbale District",2022,31,1746
"Mbale District",2022,32,1266
"Jinja City",2022,1,727
"Jinja City",2022,13,591
"Jinja City",2022,14,529
"Jinja City",2022,20,137
"Jinja City",2022,22,135
"Jinja City",2022,24,529
"Kitagwenda District",2022,15,421
"Kitagwenda District",2022,18,778
"Kitagwenda District",2022,24,1048
"Kitagwenda District",2022,28,873
"Kitagwenda District",2022,31,737
"Kitagwenda District",2022,33,542
"Kitagwenda District",2022,35,481
"Kitagwenda District",2022,36,456
"Kitagwenda District",2022,37,332
"Kitagwenda District",2022,38,386
"Kitagwenda District",2022,39,850
"Kitagwenda District",2022,4,802
"Kitagwenda District",2022,40,871
"Kitagwenda District",2022,41,665
"Kitagwenda District",2022,42,824
"Kitagwenda District",2022,43,726
"Kitagwenda District",2022,44,593
"Kitagwenda District",2022,45,930
"Kitagwenda District",2022,46,467
"Kitagwenda District",2022,47,556
"Kitagwenda District",2022,48,620
"Kitagwenda District",2022,50,467
"Kitagwenda District",2022,52,425
"Kitagwenda District",2022,6,547
"Arua City",2022,47,986
"Arua City",2022,51,215
"Arua City",2022,52,427
"Rwampara District",2022,1,49
"Rwampara District",2022,2,32
"Rwampara District",2022,28,68
"Rwampara District",2022,3,28
"Rwampara District",2022,4,24
"Rwampara District",2022,5,16
"Bundibugyo District",2022,52,644
"Otuke District",2022,20,1762
"Otuke District",2022,21,2056
"Otuke District",2022,22,1193
"Otuke District",2022,23,1720
"Otuke District",2022,24,2549
"Otuke District",2022,32,1300
"Otuke District",2022,49,1421
"Serere District",2022,46,714
"Amuria District",2022,45,1939
"Amuria District",2022,49,2589
"Pakwach District",2022,17,1054
"Pakwach District",2022,20,454
"Pakwach District",2022,21,637
"Pakwach District",2022,27,1523
"Pakwach District",2022,36,2178
"Pakwach District",2022,52,766
"Amuria District",2022,46,643
"Moyo District",2022,22,591
"Moyo District",2022,23,582
"Kyegegwa District",2022,10,994
"Kyegegwa District",2022,11,449
"Kyegegwa District",2022,13,1142
"Kyegegwa District",2022,14,1188
"Kyegegwa District",2022,15,1318
"Kyegegwa District",2022,16,1504
"Kyegegwa District",2022,17,1562
"Kyegegwa District",2022,18,1667
"Kyegegwa District",2022,19,1385
"Kyegegwa District",2022,26,1360
"Kyegegwa District",2022,29,2456
"Kyegegwa District",2022,30,2012
"Kyegegwa District",2022,31,1848
"Kyegegwa District",2022,33,1923
"Kyegegwa District",2022,34,1663
"Kyegegwa District",2022,35,1670
"Kyegegwa District",2022,36,2069
"Kyegegwa District",2022,37,1976
"Kyegegwa District",2022,38,2499
"Kyegegwa District",2022,39,2620
"Kyegegwa District",2022,41,2338
"Kyegegwa District",2022,45,2755
"Kyegegwa District",2022,5,1320
"Kyegegwa District",2022,6,1315
"Kyegegwa District",2022,7,858
"Kyegegwa District",2022,8,927
"Kyegegwa District",2022,9,1060
"Kalangala District",2022,17,274
"Kalangala District",2022,28,140
"Kotido District",2022,1,1104
"Kotido District",2022,11,954
"Kotido District",2022,12,988
"Kotido District",2022,13,810
"Kotido District",2022,15,867
"Kotido District",2022,16,669
"Kotido District",2022,17,1038
"Kotido District",2022,19,1490
"Kotido District",2022,2,1162
"Kotido District",2022,20,573
"Kotido District",2022,22,731
"Kotido District",2022,23,1209
"Kotido District",2022,24,2243
"Kotido District",2022,25,1710
"Kotido District",2022,27,1435
"Kotido District",2022,29,1827
"Kotido District",2022,3,907
"Kotido District",2022,30,2086
"Kotido District",2022,31,2347
"Kotido District",2022,32,2420
"Kotido District",2022,33,2389
"Kotido District",2022,35,2231
"Kotido District",2022,36,2100
"Kotido District",2022,37,2814
"Kotido District",2022,38,2778
"Kotido District",2022,40,1865
"Kotido District",2022,5,737
"Kotido District",2022,50,1016
"Kotido District",2022,6,845
"Kotido District",2022,7,392
"Kotido District",2022,8,943
"Kaabong District",2022,20,183
"Terego District",2022,20,1218
"Rukungiri District",2022,42,558
"Rukungiri District",2022,46,295
"Rukungiri District",2022,49,795
"Rubanda District",2022,15,34
"Rubanda District",2022,20,33
"Rubanda District",2022,23,62
"Rubanda District",2022,37,46
"Kitgum District",2022,35,2830
"Kitgum District",2022,39,3144
"Kitgum District",2022,40,4853
"Kitgum District",2022,46,3010
"Kassanda District",2022,20,820
"Kassanda District",2022,39,894
"Kassanda District",2022,40,1316
"Ngora District",2022,11,867
"Ngora District",2022,20,1003
"Ngora District",2022,25,1707
"Ngora District",2022,3,955
"Sironko District",2022,21,624
"Nakaseke District",2022,23,862
"Buyende District",2022,4,615
"Kalaki District",2022,2,737
"Kalaki District",2022,32,946
"Kalaki District",2022,51,681
"Kalaki District",2022,52,427
"Kisoro District",2022,14,105
"Kisoro District",2022,49,277
"Hoima District",2022,1,383
"Hoima District",2022,10,302
"Hoima District",2022,11,504
"Hoima District",2022,12,468
"Hoima District",2022,17,928
"Hoima District",2022,18,1014
"Hoima District",2022,2,212
"Hoima District",2022,26,900
"Hoima District",2022,27,778
"Hoima District",2022,28,1293
"Hoima District",2022,29,993
"Hoima District",2022,3,273
"Hoima District",2022,30,692
"Hoima District",2022,31,684
"Hoima District",2022,32,628
"Hoima District",2022,33,748
"Hoima District",2022,34,552
"Hoima District",2022,35,480
"Hoima District",2022,36,552
"Hoima District",2022,37,582
"Hoima District",2022,38,818
"Hoima District",2022,39,620
"Hoima District",2022,4,238
"Hoima District",2022,40,860
"Hoima District",2022,42,785
"Hoima District",2022,43,981
"Hoima District",2022,44,974
"Hoima District",2022,45,1155
"Hoima District",2022,46,644
"Hoima District",2022,48,549
"Hoima District",2022,49,517
"Hoima District",2022,5,351
"Hoima District",2022,50,364
"Hoima District",2022,51,272
"Hoima District",2022,52,281
"Hoima District",2022,6,599
"Hoima District",2022,7,340
"Hoima District",2022,8,426
"Hoima District",2022,9,510
"Kiruhura District",2022,11,440
"Arua City",2022,31,371
"Arua City",2022,46,658
"Arua City",2022,49,701
"Arua City",2022,6,569
"Kabarole District",2022,20,150
"Kikuube District",2022,20,3163
"Kikuube District",2022,37,1645
"Dokolo District",2022,46,1800
"Dokolo District",2022,49,2614
"Dokolo District",2022,52,1510
"Kumi District",2022,41,3781
"Kyankwanzi District",2022,1,372
"Kyankwanzi District",2022,14,189
"Kyankwanzi District",2022,2,167
"Kyankwanzi District",2022,20,960
"Kyankwanzi District",2022,21,937
"Kyankwanzi District",2022,22,646
"Kyankwanzi District",2022,3,121
"Kyankwanzi District",2022,4,172
"Kyankwanzi District",2022,45,628
"Kyankwanzi District",2022,46,627
"Kyankwanzi District",2022,49,559
"Kyankwanzi District",2022,5,285
"Kyankwanzi District",2022,50,372
"Kyankwanzi District",2022,51,294
"Kyankwanzi District",2022,6,405
"Kyankwanzi District",2022,7,524
"Masaka City",2022,10,223
"Masaka City",2022,14,173
"Masaka City",2022,33,222
"Masaka City",2022,34,209
"Masaka City",2022,35,192
"Masaka City",2022,38,262
"Masaka City",2022,40,291
"Masaka City",2022,41,255
"Masaka City",2022,43,338
"Masaka City",2022,44,315
"Masaka City",2022,47,246
"Masaka City",2022,48,259
"Masaka City",2022,49,181
"Masaka City",2022,52,364
"Masaka City",2022,6,214
"Masaka City",2022,8,302
"Buliisa District",2022,40,1838
"Buliisa District",2022,51,360
"Kiruhura District",2022,13,397
"Kiruhura District",2022,14,256
"Kiruhura District",2022,15,296
"Kiruhura District",2022,19,284
"Kiruhura District",2022,2,789
"Kiruhura District",2022,26,931
"Kiruhura District",2022,36,193
"Nakasongola District",2022,17,598
"Namutumba District",2022,10,2361
"Sironko District",2022,46,247
"Rubanda District",2022,17,61
"Rubanda District",2022,19,45
"Rubanda District",2022,21,47
"Rubanda District",2022,39,41
"Rubanda District",2022,43,39
"Madi-Okollo District",2022,19,2603
"Madi-Okollo District",2022,29,3155
"Madi-Okollo District",2022,41,4137
"Madi-Okollo District",2022,50,2220
"Madi-Okollo District",2022,51,1534
"Kapelebyong District",2022,20,55
"Rubanda District",2022,11,34
"Rubanda District",2022,12,42
"Rubanda District",2022,18,72
"Rubanda District",2022,22,55
"Rubanda District",2022,36,50
"Rubanda District",2022,38,60
"Rubanda District",2022,46,23
"Mbale District",2022,13,1363
"Mbale District",2022,3,944
"Mbale District",2022,35,1301
"Mbale District",2022,37,1871
"Mbale District",2022,4,1218
"Mbale District",2022,46,216
"Mbale District",2022,50,1133
"Mbale District",2022,6,1216
"Mbale District",2022,7,844
"Mbale District",2022,8,834
"Mbale District",2022,9,848
"Kyankwanzi District",2022,52,418
"Zombo District",2022,1,949
"Zombo District",2022,10,1533
"Zombo District",2022,11,1730
"Zombo District",2022,12,1878
"Zombo District",2022,13,1363
"Zombo District",2022,14,1645
"Zombo District",2022,15,2729
"Zombo District",2022,16,3422
"Zombo District",2022,17,2967
"Zombo District",2022,18,4732
"Zombo District",2022,19,3405
"Zombo District",2022,2,805
"Zombo District",2022,20,1188
"Zombo District",2022,21,1049
"Zombo District",2022,22,1791
"Zombo District",2022,23,2832
"Zombo District",2022,24,3475
"Zombo District",2022,25,2595
"Zombo District",2022,26,2051
"Zombo District",2022,27,1402
"Zombo District",2022,28,2092
"Zombo District",2022,29,2396
"Zombo District",2022,3,937
"Zombo District",2022,30,2671
"Zombo District",2022,31,1893
"Zombo District",2022,32,1524
"Zombo District",2022,33,2644
"Zombo District",2022,34,2505
"Zombo District",2022,35,1305
"Zombo District",2022,36,1396
"Zombo District",2022,37,925
"Zombo District",2022,38,1193
"Zombo District",2022,39,1024
"Zombo District",2022,4,1108
"Zombo District",2022,40,951
"Zombo District",2022,41,1471
"Zombo District",2022,42,932
"Zombo District",2022,43,1232
"Zombo District",2022,44,1000
"Zombo District",2022,45,702
"Zombo District",2022,47,1070
"Zombo District",2022,49,1103
"Zombo District",2022,5,942
"Zombo District",2022,50,747
"Zombo District",2022,51,495
"Zombo District",2022,52,713
"Zombo District",2022,6,1165
"Zombo District",2022,7,1360
"Zombo District",2022,8,1520
"Zombo District",2022,9,1000
"Bududa District",2022,1,453
"Bududa District",2022,10,588
"Bududa District",2022,11,528
"Bududa District",2022,12,606
"Bududa District",2022,13,622
"Bududa District",2022,14,645
"Bududa District",2022,15,609
"Bududa District",2022,16,924
"Bududa District",2022,17,1002
"Bududa District",2022,18,918
"Bududa District",2022,19,868
"Bududa District",2022,2,343
"Bududa District",2022,20,862
